ID,agestrat,PHYscore
223004,72,34
223005,96,37
223006,36,30
223007,24,19
223008,96,37
223009,108,37
223010,28,19
224001,96,37
224002,78,35
224003,66,35
224004,32,22
224005,96,36
224006,72,34
224007,48,31
224008,28,21
224009,72,34
224010,96,37
224011,36,29
224012,36,25
224013,60,34
224014,60,27
224015,48,25
224016,42,25
224017,60,28
224018,48,22
224019,72,35
224020,66,35
224021,14,9
227001,4,4
227002,32,17
227003,66,31
227004,4,4
227005,6,6
227006,18,16
227007,28,20
227008,0,0
227009,20,19
227010,28,21
227011,6,5
227012,28,18
227013,16,19
227014,24,20
227015,4,4
227016,6,6
227017,22,22
227018,32,17
227019,0,0
227020,18,21
227021,10,8
227022,12,14
228001,8,6
228003,28,23
228004,24,23
228005,12,14
229001,10,7
229002,12,8
229003,14,9
229004,6,4
229005,12,11
229006,18,13
229007,0,0
229008,8,6
302001,96,37
302002,108,37
302004,22,20
302005,78,37
302006,84,37
302007,120,37
302008,96,37
302009,78,35
302010,204,37
302011,144,37
501001,60,24
501002,48,20
501003,84,33
501005,60,18
501006,48,17
501008,48,20
501009,144,36
501010,48,22
501011,72,19
501013,72,28
501014,72,27
501018,108,35
501019,72,30
501020,60,30
501021,72,34
501022,32,14
501023,60,34
501025,78,34
501026,120,35
501027,108,36
501029,60,24
501031,108,30
501032,48,29
503001,66,25
503007,66,21
505001,28,11
505002,28,8
505003,36,15
505004,24,15
505005,60,23
505008,42,17
505013,48,28
505015,180,32
505016,66,26
505021,144,35
505023,36,2
505024,42,18
505025,36,16
505030,32,19
505032,144,26
505033,144,26
505035,48,26
505036,54,25
505037,54,24
505038,42,23
505039,42,19
505040,60,27
506001,54,4
506003,78,27
506004,96,33
506005,72,30
506008,120,37
506009,84,32
506011,36,17
506014,54,23
506015,72,21
506016,42,25
506022,78,20
507002,66,27
507005,54,32
507006,66,21
508001,60,21
508002,60,26
508005,180,37
508007,204,36
508008,42,29
508009,72,25
508010,72,19
508011,66,17
508013,54,17
508014,120,24
508015,42,13
508016,108,31
508017,156,37
508019,36,11
508021,36,10
508022,42,10
508023,84,24
508024,84,26
508025,84,27
508026,120,37
508027,54,18
508028,84,25
508029,156,37
508030,132,31
508031,60,18
508032,54,14
508033,42,13
508034,84,28
510001,96,30
510004,72,27
510005,108,35
510007,132,35
510008,120,36
510009,156,37
510010,132,26
510014,132,36
510016,180,37
517001,78,32
517003,54,14
517004,108,37
517005,132,37
517007,156,37
517009,120,37
517010,180,37
517011,84,35
517012,96,36
517013,60,33
517017,84,35
517018,42,22
517020,78,36
517021,120,37
517022,156,37
517023,66,36
517024,156,37
517026,84,37
517028,66,32
526003,48,7
526005,60,19
527001,36,11
527002,120,8
527004,108,21
527005,24,9
529001,72,37
529008,96,37
529015,96,37
529018,204,37
529020,204,37
529021,204,37
529022,144,37
529023,144,37
529024,204,37
529025,72,37
529026,66,37
529029,66,24
600001,144,37
600003,156,37
600006,96,36
600007,120,36
600008,120,36
600009,108,37
600010,108,34
601002,180,32
601007,180,25
601011,204,33
602001,120,35
602002,60,21
602003,66,20
602004,66,28
602005,84,27
602006,78,21
602007,72,29
602008,78,16
605002,96,13
605003,96,33
607004,78,34
607005,60,30
607006,180,37
608001,42,28
608002,48,27
608003,54,33
608004,78,33
608005,36,29
608006,28,14
608007,60,32
608008,144,36
608009,42,30
608010,42,29
608011,66,29
608012,78,34
608013,32,23
608014,66,34
609003,54,22
611007,78,32
612001,60,34
612002,54,33
612003,36,28
612004,24,22
612005,28,21
612006,28,20
612007,120,26
612008,108,36
612009,24,11
612010,28,21
612012,96,35
612013,108,36
612014,120,35
612017,78,31
701001,84,32
701004,144,28
705002,78,18
