ID,agestrat,TOTALscore,COMscore,COGscore,SOCscore,ADPscore,PHYscore
123001,204,190,34,42,36,41,37
123002,84,173,29,38,31,38,37
123003,156,189,34,41,36,41,37
123004,204,190,34,42,36,41,37
123005,180,189,33,42,36,41,37
123006,54,159,31,34,33,29,32
123007,54,147,26,34,32,29,26
123008,144,183,34,41,34,38,36
123009,84,172,27,38,33,39,35
123010,96,184,34,38,35,40,37
123011,204,185,34,42,36,39,34
123012,156,188,34,42,36,39,37
123013,156,189,34,42,35,41,37
123014,120,186,32,42,35,40,37
123015,78,143,23,26,29,32,33
123016,204,190,34,42,36,41,37
123017,180,185,34,42,35,38,36
123018,156,190,34,42,36,41,37
123019,144,176,30,37,34,38,37
123020,180,190,34,42,36,41,37
123021,36,109,23,17,21,22,26
123022,180,190,34,42,36,41,37
123023,120,186,34,42,34,39,37
123024,180,190,34,42,36,41,37
123025,180,188,34,42,34,41,37
123026,144,190,34,42,36,41,37
123027,66,152,26,32,30,32,32
123028,180,190,34,42,36,41,37
123029,144,186,31,42,35,41,37
123030,204,190,34,42,36,41,37
123031,180,189,34,42,35,41,37
123032,120,184,32,42,35,38,37
123033,42,109,22,20,19,23,25
123034,42,107,22,20,18,23,24
123035,144,188,33,42,35,41,37
123036,156,189,34,42,36,40,37
123037,132,187,32,42,35,41,37
123038,132,184,32,42,35,38,37
123039,96,177,31,40,34,36,36
123040,36,120,22,22,22,25,29
123041,144,187,32,41,36,41,37
123042,72,151,26,29,30,31,35
123043,144,186,32,42,34,41,37
123044,204,190,34,42,36,41,37
123045,204,190,34,42,36,41,37
123046,66,151,26,30,30,29,36
123047,132,188,34,41,35,41,37
123048,72,154,26,30,31,31,36
123049,120,180,32,41,33,37,37
123050,132,186,32,42,35,40,37
123051,132,189,34,42,35,41,37
123052,66,150,26,28,30,30,36
123053,78,151,26,30,30,29,36
123054,144,187,32,42,35,41,37
123055,144,187,32,42,35,41,37
123056,120,186,32,42,35,40,37
123057,72,156,28,30,32,30,36
123058,132,189,34,42,35,41,37
123059,132,187,32,42,36,40,37
123060,144,189,34,42,35,41,37
123061,120,185,32,42,35,39,37
123062,144,187,32,42,35,41,37
123063,42,106,22,19,18,22,25
123064,144,189,34,42,35,41,37
123065,108,178,31,40,33,38,36
123066,228,190,34,42,36,41,37
123067,144,189,34,42,35,41,37
123068,108,183,32,42,34,39,36
123069,120,186,32,42,35,40,37
123070,144,190,34,42,36,41,37
123071,36,97,22,14,18,20,23
123072,36,117,22,17,24,25,29
123073,42,140,23,25,30,29,33
123074,144,185,32,42,35,39,37
123075,132,187,32,42,35,41,37
123076,108,183,32,41,34,40,36
123077,144,189,34,42,35,41,37
123078,120,186,32,42,35,40,37
123079,54,143,25,26,29,29,34
123080,96,172,31,37,32,36,36
125001,108,181,31,42,33,38,37
125002,48,120,25,20,23,26,26
125003,48,117,25,20,21,25,26
125004,54,131,24,26,23,31,27
125005,60,157,26,30,33,34,34
125006,54,136,29,24,28,30,25
125007,60,152,29,28,33,32,30
125008,60,142,28,29,23,29,33
125009,54,154,28,32,29,33,32
125010,60,148,29,29,30,29,31
125011,66,158,30,32,31,32,33
125012,60,123,24,22,23,27,27
125013,60,141,27,30,26,29,29
125014,60,135,26,29,26,26,28
125015,54,142,26,28,27,30,31
125016,66,162,29,35,30,35,33
125017,72,165,29,37,32,33,34
125018,54,142,30,25,32,28,27
125019,60,138,26,25,28,29,30
125020,84,165,29,36,30,34,36
125021,60,146,27,29,28,30,32
125022,60,124,25,19,20,27,33
125023,60,127,24,26,24,29,24
125024,60,162,31,31,34,33,33
125025,0,5,1,0,1,3,0
125026,28,89,18,16,14,18,23
125027,14,52,10,7,11,11,13
125028,72,168,30,32,33,39,34
125029,10,38,8,9,5,9,7
125030,18,56,12,8,13,8,15
125031,60,154,28,31,28,33,34
125032,78,172,30,42,32,34,34
125033,60,141,27,26,28,30,30
125034,72,161,29,36,30,33,33
125035,20,78,16,15,13,15,19
125036,14,49,10,9,9,11,10
125037,72,182,31,39,35,40,37
125038,22,76,17,12,14,15,18
125039,2,16,3,5,4,2,2
125040,32,104,23,19,17,21,24
125041,14,54,10,8,13,9,14
125043,10,32,6,5,9,6,6
125044,10,33,6,5,9,7,6
125045,28,74,16,12,13,15,18
125046,60,127,24,20,22,29,32
125047,60,158,30,31,33,34,30
125048,60,145,27,29,26,30,33
125049,14,65,13,10,13,10,19
125053,8,28,4,5,8,6,5
125055,24,78,18,10,14,15,21
125057,14,48,8,9,10,9,12
125058,4,15,3,3,4,3,2
125059,28,99,23,22,14,20,20
125060,28,103,25,19,14,21,24
125061,4,27,4,5,6,6,6
125062,2,12,1,3,3,3,2
126001,66,162,29,33,33,34,33
126002,132,188,33,42,35,41,37
126003,108,179,32,42,34,35,36
126004,84,177,32,40,34,36,35
126005,60,139,25,29,25,28,32
126006,108,184,31,42,34,40,37
126007,96,144,28,33,22,28,33
126008,54,128,24,26,24,23,31
126009,54,133,27,26,23,25,32
126010,72,164,29,32,33,35,35
126011,66,146,28,29,28,29,32
126012,72,170,31,35,33,36,35
126013,60,152,27,31,27,33,34
126014,66,153,29,30,31,31,32
126015,132,187,34,42,34,40,37
126016,54,146,28,27,30,29,32
126017,132,187,33,42,35,40,37
126018,72,163,28,32,34,34,35
126019,108,186,33,40,35,41,37
126020,24,73,17,13,8,16,19
127001,18,63,14,11,16,9,13
127002,132,187,34,41,34,41,37
127003,2,20,4,5,5,4,2
127004,78,175,30,40,34,34,37
127005,6,29,7,5,9,4,4
127006,36,132,26,25,23,26,32
127007,54,157,28,31,33,32,33
127008,14,75,15,14,13,15,18
127009,16,56,14,12,10,9,11
127010,12,37,8,7,8,6,8
127011,66,140,25,32,23,27,33
127012,20,70,13,12,12,15,18
127013,12,57,10,11,13,10,13
127014,42,131,26,24,20,29,32
127015,48,126,27,26,21,24,28
127016,66,160,29,32,31,33,35
127017,42,117,25,20,22,26,24
127018,4,18,3,4,5,4,2
127019,24,75,18,15,13,12,17
127020,32,109,24,21,19,23,22
127021,22,73,17,14,12,11,19
127022,84,177,31,41,34,35,36
127023,120,185,32,42,34,40,37
127024,54,139,27,30,21,30,31
127025,20,67,17,13,12,12,13
127026,6,19,1,4,7,3,4
127027,24,60,13,13,12,9,13
127028,42,134,25,26,25,30,28
127029,66,151,29,34,25,32,31
127030,10,38,7,6,9,9,7
127031,48,134,29,27,25,24,29
127032,42,133,26,22,27,29,29
127033,78,181,32,40,35,39,35
127034,132,190,34,42,36,41,37
127035,84,167,30,38,30,34,35
127036,10,41,10,6,9,8,8
127037,10,52,12,9,11,10,10
127038,24,85,17,16,16,16,20
127039,2,19,4,5,5,4,1
127040,14,67,14,14,12,12,15
127042,0,7,2,1,2,2,0
127141,6,24,3,5,5,5,6
128001,96,181,32,41,34,38,36
128002,132,186,32,42,35,41,36
128003,132,182,31,42,32,40,37
128004,96,184,32,41,33,41,37
128005,120,180,32,41,33,40,34
128006,132,190,34,42,36,41,37
128007,108,189,34,42,35,41,37
128008,72,178,31,37,35,40,35
128009,132,188,34,42,36,40,36
128010,108,176,32,41,32,36,35
128011,120,184,32,42,35,38,37
128013,54,169,29,34,35,36,35
128014,120,186,32,42,34,41,37
128019,84,183,34,40,32,41,36
128020,72,170,31,36,33,39,31
128021,78,171,30,38,35,33,35
128022,108,187,32,42,35,41,37
128023,132,188,33,42,35,41,37
128024,96,186,32,42,35,41,36
128025,120,185,31,42,35,40,37
129001,120,178,34,42,27,40,35
129002,84,170,30,39,35,33,33
129003,8,31,4,6,7,6,8
129004,36,95,22,18,17,19,19
129005,36,113,22,26,15,23,27
129006,84,171,30,40,34,32,35
129007,42,115,24,20,24,23,24
129008,36,113,23,21,17,26,26
129009,28,106,23,20,19,21,23
129010,54,126,25,26,19,26,30
129011,108,188,32,42,36,41,37
129012,84,171,30,39,32,33,37
129013,120,188,33,42,35,41,37
129014,36,112,23,21,24,19,25
129015,48,118,24,23,22,22,27
129016,78,157,29,34,31,29,34
129017,66,149,27,32,27,30,33
129018,24,75,19,13,14,12,17
129019,48,145,29,28,30,29,29
129020,16,47,11,8,10,10,8
129021,48,119,26,23,18,26,26
129022,78,173,28,41,32,36,36
129023,36,130,27,21,25,27,30
129024,36,117,24,17,19,26,31
129025,48,129,26,25,21,29,28
129026,22,93,21,17,16,20,19
129027,108,185,31,42,34,41,37
129028,36,94,20,14,15,21,24
129029,78,132,26,26,20,27,33
129030,132,190,34,42,36,41,37
130001,60,155,27,30,28,34,36
130002,96,183,30,40,35,41,37
130003,60,160,29,31,33,33,34
130004,60,141,25,30,25,29,32
130005,72,171,30,38,34,35,34
130006,72,162,31,34,30,33,34
130007,84,173,30,35,32,39,37
130008,72,173,31,37,34,36,35
130009,72,165,31,37,30,33,34
130010,72,157,27,35,33,30,32
130011,84,172,30,36,36,35,35
130012,84,177,30,39,35,38,35
130013,84,177,30,38,34,38,37
130014,84,169,30,36,35,32,36
130015,54,156,29,30,30,32,35
130016,84,178,31,41,34,38,34
130017,84,165,26,39,30,35,35
130018,96,186,32,40,36,41,37
130019,96,184,32,42,33,40,37
130020,96,182,31,41,35,38,37
130021,96,187,32,42,35,41,37
130022,108,165,31,41,34,41,18
130023,108,188,34,42,35,40,37
130024,108,186,33,41,34,41,37
130025,108,187,33,42,34,41,37
130026,120,189,34,42,35,41,37
130027,120,190,34,42,36,41,37
130028,144,188,34,42,35,41,36
130029,132,189,33,42,36,41,37
131001,2,6,1,1,3,1,0
131002,10,38,8,7,8,6,9
131003,0,11,1,3,3,3,1
131004,66,151,28,27,27,36,33
131005,54,114,22,22,17,24,29
131006,36,92,18,19,16,17,22
131007,10,36,6,6,9,8,7
131008,42,105,21,20,15,20,29
131009,36,119,25,22,18,23,31
131010,28,98,18,21,17,19,23
131011,4,28,4,5,8,6,5
131012,84,183,31,40,34,41,37
131013,12,56,13,10,11,8,14
131014,42,116,24,23,16,21,32
131015,84,169,30,36,31,37,35
131016,96,177,31,39,32,40,35
131017,78,165,28,37,31,32,37
131018,144,185,32,42,34,40,37
131019,108,176,28,40,33,38,37
131020,20,56,12,9,12,10,13
131021,20,63,15,12,13,10,13
131022,36,105,21,19,18,19,28
131023,14,58,11,11,14,9,13
131024,48,140,29,29,22,30,30
131025,16,60,14,9,13,9,15
131026,0,0,0,0,0,0,0
131027,10,44,10,7,11,9,7
131028,96,180,31,42,33,38,36
131029,66,166,30,38,31,33,34
131030,12,46,11,8,10,9,8
131031,10,45,11,7,10,9,8
131032,10,44,11,7,10,9,7
131033,204,190,34,42,36,41,37
131034,36,123,22,24,21,26,30
131035,2,14,2,5,4,2,1
131036,22,83,19,18,10,15,21
131037,0,7,1,1,3,2,0
131038,4,18,3,5,5,2,3
131040,96,177,31,40,32,38,36
131041,42,126,26,25,23,23,29
131042,48,133,27,26,24,25,31
131043,42,121,26,23,21,24,27
131044,10,42,10,7,9,9,7
131045,2,16,2,4,5,4,1
131046,108,183,32,41,34,39,37
131047,84,173,31,37,32,37,36
131048,14,60,15,10,11,12,12
131049,0,1,0,0,0,1,0
131050,4,15,1,5,4,3,2
131051,14,47,10,8,10,9,10
131052,14,51,11,10,11,9,10
131053,6,29,5,6,7,6,5
131054,4,15,0,5,2,4,4
131055,42,115,23,19,19,24,30
131056,96,180,32,42,30,41,35
131057,72,161,27,37,28,34,35
131058,42,126,27,25,20,24,30
131059,84,180,29,40,34,40,37
131060,12,42,10,6,9,9,8
132002,6,24,3,5,4,5,7
132003,120,173,31,42,29,35,36
132006,78,182,32,42,33,38,37
132007,48,160,27,31,31,36,35
132008,22,87,18,13,16,18,22
132010,108,189,34,42,35,41,37
132011,32,99,18,18,17,21,25
132012,10,43,9,8,10,8,8
132015,72,169,30,35,35,34,35
132016,144,189,34,42,35,41,37
132017,132,186,31,42,35,41,37
132018,96,185,32,41,35,41,36
132019,54,141,29,24,32,26,30
132021,84,174,33,40,33,37,31
132022,96,188,34,41,35,41,37
132023,54,127,28,26,23,25,25
132024,132,183,32,42,31,41,37
132025,108,184,32,41,34,40,37
132026,108,185,32,42,34,40,37
132027,48,127,26,23,20,30,28
132028,16,47,9,7,10,9,12
132029,108,186,34,41,35,40,36
132030,42,143,27,27,24,31,34
133001,78,155,29,36,26,35,29
133002,120,179,32,41,31,39,36
133003,84,175,31,40,34,35,35
133004,42,124,24,23,25,25,27
133005,66,158,30,33,31,30,34
133006,96,190,34,42,36,41,37
133007,132,190,34,42,36,41,37
133010,24,89,19,16,17,15,22
133011,120,177,28,42,32,38,37
133012,84,169,32,36,33,34,34
133013,54,126,25,22,20,28,31
133015,78,179,31,41,33,38,36
133016,48,143,27,26,30,31,29
133019,96,185,31,42,34,41,37
133020,96,186,32,42,34,41,37
133022,32,96,22,14,18,17,25
133023,8,29,4,5,7,6,7
133025,96,178,33,41,31,38,35
133026,72,155,30,30,28,32,35
133028,108,180,32,41,34,36,37
133029,96,182,32,41,35,38,36
133030,78,158,30,28,33,31,36
134001,144,185,33,42,33,41,36
134002,144,187,34,42,33,41,37
134003,96,180,33,41,31,38,37
134004,96,180,32,39,34,38,37
134005,96,167,27,38,31,34,37
134006,84,182,32,41,32,41,36
134007,72,156,28,29,32,33,34
134008,144,188,32,42,36,41,37
134009,132,186,32,42,34,41,37
134010,96,164,29,35,28,35,37
134011,96,175,29,41,33,38,34
134012,96,161,30,37,27,31,36
134013,96,175,31,41,30,36,37
134014,96,179,33,40,32,38,36
134016,72,160,29,33,32,31,35
134017,72,138,25,26,26,30,31
134018,72,158,30,34,30,31,33
134019,78,170,30,37,33,36,34
134020,144,188,34,42,34,41,37
134021,144,186,32,42,35,40,37
134022,66,158,30,31,29,36,32
134023,96,185,32,41,34,41,37
134024,96,169,30,33,33,37,36
134025,96,165,28,39,26,35,37
134026,84,172,31,37,32,36,36
134027,22,91,20,16,15,17,23
134028,22,58,9,8,10,15,16
134029,22,60,9,9,10,15,17
134030,20,82,14,16,15,17,20
134031,24,81,15,12,14,18,22
134032,12,61,12,11,12,11,15
134033,28,87,18,13,17,19,20
134034,96,175,32,41,32,38,32
134035,72,172,30,36,36,37,33
134036,24,94,20,16,17,21,20
134037,24,79,18,20,12,12,17
134039,108,179,34,38,32,40,35
134040,22,70,13,11,11,15,20
134041,32,92,18,17,15,22,20
134042,24,85,19,14,15,17,20
134043,14,65,11,10,14,14,16
134044,108,188,33,42,35,41,37
134046,32,77,18,13,15,15,16
134047,10,51,9,9,13,10,10
135001,96,185,32,42,34,41,36
135002,36,121,23,22,20,27,29
135003,120,177,32,42,32,37,34
135004,66,153,27,29,29,33,35
135005,14,57,13,7,13,13,11
135006,54,157,30,31,32,30,34
135007,54,156,30,30,31,31,34
135008,78,169,29,37,33,34,36
135009,66,142,29,31,24,30,28
135010,96,181,32,39,34,39,37
135012,72,144,25,31,25,30,33
135013,42,98,22,22,14,19,21
135014,6,26,5,7,6,4,4
135015,96,178,32,40,33,37,36
135016,228,190,34,42,36,41,37
135017,132,189,34,42,35,41,37
135018,228,190,34,42,36,41,37
135019,66,145,26,26,28,31,34
135020,144,186,31,42,36,40,37
135021,120,183,31,42,33,40,37
135022,10,26,5,5,4,7,5
135023,132,186,34,42,33,40,37
135024,120,185,32,42,34,41,36
135025,228,184,33,42,34,40,35
135026,84,167,30,35,32,37,33
135027,60,153,26,29,33,32,33
135028,32,106,22,18,22,20,24
135029,24,91,24,17,17,16,17
135030,4,22,3,5,5,5,4
136001,132,185,32,42,35,40,36
136002,6,24,4,5,5,6,4
136003,14,54,12,11,9,8,14
136004,132,188,33,42,35,41,37
136005,120,183,33,42,35,36,37
136006,60,157,29,30,31,33,34
136007,96,184,31,42,35,40,36
136008,8,30,5,6,6,6,7
136011,60,152,29,34,27,29,33
136012,2,7,1,3,3,0,0
136013,4,17,2,5,4,5,1
136014,12,54,12,12,10,10,10
136015,28,81,20,16,14,13,18
136016,28,82,20,16,15,13,18
136017,28,82,19,16,14,13,20
136019,24,64,14,13,13,9,15
136020,8,22,2,5,4,5,6
136021,6,22,4,6,3,4,5
136023,24,92,20,16,17,18,21
136024,6,27,3,5,7,6,6
136025,8,30,4,6,7,6,7
136030,16,64,14,11,14,11,14
137001,132,189,34,42,35,41,37
137002,108,190,34,42,36,41,37
137003,66,117,24,23,17,26,27
137004,36,90,20,17,17,20,16
137005,120,187,32,42,35,41,37
137006,84,187,33,41,35,41,37
137007,28,73,16,13,12,11,21
137008,48,131,25,23,26,28,29
137009,66,146,28,30,28,26,34
137010,36,103,24,19,20,18,22
137011,28,88,19,15,16,21,17
137012,54,132,26,27,19,28,32
137013,4,27,5,6,6,6,4
137014,12,61,13,11,13,11,13
137015,60,150,28,30,31,28,33
137016,0,11,0,3,4,4,0
137017,72,154,28,34,29,29,34
137018,48,119,24,22,21,25,27
137019,28,79,20,15,15,15,14
137020,96,166,31,39,30,30,36
137021,54,118,31,28,17,16,26
137022,16,52,11,10,12,8,11
137023,32,65,18,16,10,9,12
137024,4,23,4,5,6,4,4
137025,14,65,16,13,12,10,14
137026,66,165,31,33,32,36,33
137027,96,183,31,42,33,41,36
137028,72,160,29,37,29,33,32
137029,108,185,31,41,35,41,37
137030,78,181,31,39,35,40,36
137031,32,116,23,20,22,22,29
137032,84,173,30,36,34,37,36
137033,108,187,32,42,36,40,37
137034,48,147,29,28,31,31,28
137035,108,190,34,42,36,41,37
137036,66,168,30,38,34,32,34
137037,96,190,34,42,36,41,37
137038,72,185,31,41,35,41,37
137039,54,161,28,32,30,36,35
137040,72,147,29,36,26,27,29
137041,36,102,23,20,23,19,17
137042,10,51,13,7,14,10,7
137043,84,169,29,39,30,35,36
137044,18,77,15,13,14,16,19
137045,36,110,24,19,18,23,26
137046,18,73,16,16,13,14,14
137047,0,7,0,3,2,1,1
137051,66,144,28,28,26,34,28
137052,0,8,0,3,4,1,0
138001,144,189,34,42,36,40,37
138003,108,178,31,39,32,39,37
138004,84,170,31,37,32,35,35
138005,96,174,31,40,32,35,36
138006,228,189,34,42,35,41,37
138007,120,190,34,42,36,41,37
138008,78,154,29,32,30,31,32
138009,54,121,25,22,22,26,26
138010,144,190,34,42,36,41,37
138011,28,104,22,19,22,22,19
138012,144,174,32,42,28,37,35
138013,108,177,32,42,31,37,35
138014,2,18,3,3,6,4,2
138015,4,23,3,5,6,5,4
138016,120,178,31,40,32,38,37
138017,96,176,31,41,31,36,37
138018,12,45,8,8,9,8,12
138019,6,30,6,5,8,5,6
138020,12,42,7,6,13,9,7
138021,24,95,19,15,22,17,22
139001,8,39,6,6,11,8,8
139002,22,82,19,14,14,18,17
139003,48,151,29,29,30,31,32
139004,42,125,26,23,24,23,29
139005,18,64,13,10,15,11,15
139006,22,80,16,13,15,16,20
139007,16,64,12,10,13,12,17
139008,18,61,15,12,11,10,13
139009,48,125,24,23,22,27,29
139010,24,86,20,16,13,18,19
139011,6,20,2,5,5,5,3
139012,24,77,19,16,14,11,17
139013,42,117,25,25,15,22,30
139014,10,39,9,7,7,8,8
139015,42,120,28,24,18,23,27
139016,14,48,13,8,6,8,13
139017,10,40,8,6,10,8,8
139018,48,145,28,27,27,29,34
139019,32,124,25,21,22,27,29
139020,60,162,28,33,32,34,35
139021,48,131,27,26,21,29,28
139022,28,103,24,20,18,22,19
141001,14,67,16,17,11,9,14
141002,20,91,21,19,14,18,19
141003,16,83,19,18,13,16,17
141004,18,63,14,19,13,7,10
141005,14,74,17,18,14,11,14
141006,18,71,18,14,13,15,11
141007,22,93,21,19,15,19,19
141008,24,95,20,18,17,22,18
141009,20,91,19,20,15,19,18
141010,20,83,18,20,12,16,17
141011,22,97,20,19,15,22,21
141012,20,68,17,12,12,12,15
141013,24,103,21,22,20,21,19
141014,14,67,18,15,12,8,14
141015,18,99,20,20,18,22,19
141016,16,75,14,15,11,19,16
141017,16,96,19,19,18,22,18
141018,16,80,18,18,17,15,12
141019,14,82,18,17,12,19,16
141021,18,92,18,19,16,19,20
141022,22,104,22,22,18,21,21
141023,20,83,17,17,16,18,15
141024,22,104,22,22,20,22,18
141025,20,103,22,21,19,23,18
141026,28,110,23,22,20,23,22
141027,24,110,22,22,20,24,22
141028,32,109,23,22,20,23,21
141029,32,108,23,21,20,23,21
141030,28,90,19,18,16,20,17
141031,36,105,20,21,20,24,20
141032,36,113,24,22,21,23,23
141033,36,113,24,23,20,23,23
141034,42,111,23,22,20,23,23
141035,32,118,24,25,18,25,26
141036,42,115,24,22,20,27,22
141037,36,111,23,22,20,24,22
141038,42,101,21,20,19,23,18
141039,36,93,20,19,17,18,19
141040,42,104,22,22,18,23,19
141041,42,118,25,22,22,24,25
141042,42,118,25,24,22,23,24
141043,42,102,23,22,18,21,18
141044,54,120,24,23,23,26,24
141045,48,128,26,25,26,27,24
141046,54,115,23,22,20,27,23
141047,54,121,25,23,21,27,25
141048,48,127,26,28,22,26,25
141049,54,132,26,27,25,27,27
142001,22,84,16,18,15,12,23
142002,14,58,13,11,12,8,14
142003,22,103,21,20,20,20,22
142004,24,81,17,13,13,20,18
142005,24,87,18,15,15,21,18
142006,20,76,17,13,14,15,17
142007,10,42,10,7,8,10,7
142008,32,123,27,20,23,23,30
142009,0,5,0,2,1,2,0
142010,2,20,5,5,6,3,1
142011,8,28,4,6,6,6,6
142012,6,30,5,5,8,7,5
142013,32,89,22,17,15,15,20
142014,16,68,14,8,13,15,18
142015,16,66,14,12,12,12,16
142016,6,24,2,5,7,5,5
142017,32,109,23,22,23,18,23
142018,42,128,29,24,25,22,28
142019,6,31,7,6,7,6,5
142020,14,44,9,9,10,8,8
142021,16,75,17,12,14,13,19
142022,36,131,25,23,28,27,28
142023,60,159,29,30,32,35,33
142024,8,36,8,6,8,7,7
142025,20,81,15,15,16,18,17
142026,24,81,17,15,13,16,20
142027,4,9,1,3,1,2,2
142028,54,131,26,22,24,27,32
142029,36,82,18,14,18,15,17
142030,8,30,7,5,5,6,7
143001,132,190,34,42,36,41,37
143002,108,189,33,42,36,41,37
143003,48,140,27,27,25,31,30
143004,84,182,29,40,35,41,37
143005,84,178,30,39,35,38,36
143006,96,181,30,40,34,40,37
143007,72,160,29,35,31,33,32
143008,78,155,29,31,29,35,31
143009,60,140,27,26,25,31,31
143010,54,155,29,30,30,33,33
143011,32,110,23,20,21,26,20
143013,72,146,27,28,27,32,32
143017,60,159,29,32,32,34,32
143018,96,182,32,41,35,37,37
143019,144,188,33,42,35,41,37
143021,144,183,32,42,34,39,36
143022,132,187,34,42,34,40,37
143023,96,178,32,42,34,33,37
143024,32,88,20,16,16,17,19
143025,120,186,34,42,34,39,37
146001,0,11,2,3,3,3,0
146002,10,51,12,8,14,8,9
148001,84,144,27,30,31,30,26
148002,132,174,31,41,30,38,34
148003,66,126,27,26,14,27,32
148004,20,67,13,13,13,11,17
148005,54,144,28,30,27,30,29
148006,132,189,34,42,35,41,37
148007,108,182,33,40,32,40,37
148008,96,148,28,30,28,31,31
148009,144,180,31,42,33,39,35
148012,84,169,29,39,30,35,36
148013,84,166,31,33,34,34,34
148015,144,186,34,42,35,38,37
148016,48,116,23,18,19,25,31
148017,60,149,29,31,31,30,28
148018,28,91,21,19,17,18,16
148019,72,149,28,31,27,30,33
148020,14,56,12,11,11,9,13
148021,48,129,26,29,23,25,26
148022,108,155,28,37,27,29,34
148023,84,172,29,35,34,39,35
148024,42,117,24,22,19,26,26
148025,96,176,31,40,34,36,35
148026,78,159,29,31,30,35,34
148027,132,187,34,42,34,40,37
148028,60,141,27,25,29,26,34
148029,72,142,28,23,28,31,32
148030,84,161,27,32,31,36,35
148031,108,174,31,41,29,37,36
148032,20,73,17,13,16,16,11
151001,180,190,34,42,36,41,37
151002,120,188,34,42,34,41,37
151003,108,187,34,41,35,40,37
151004,156,189,34,42,36,40,37
151005,48,126,27,23,23,27,26
151006,36,92,19,19,13,16,25
151007,48,122,26,23,21,26,26
151008,78,147,25,33,28,28,33
151009,108,187,31,42,36,41,37
151010,42,83,18,21,9,17,18
151011,42,110,22,23,13,23,29
151012,84,148,31,35,27,23,32
151013,132,186,33,42,35,39,37
151014,36,93,21,20,13,18,21
151015,108,190,34,42,36,41,37
151016,78,126,26,27,15,25,33
151017,36,120,26,24,16,24,30
151018,144,190,34,42,36,41,37
151019,120,188,32,42,36,41,37
151020,132,190,34,42,36,41,37
151021,108,187,32,42,35,41,37
151022,132,184,31,42,33,41,37
151023,120,189,34,41,36,41,37
151024,132,189,33,42,36,41,37
151025,120,190,34,42,36,41,37
151026,120,189,34,42,35,41,37
151027,60,140,26,28,22,30,34
151028,66,141,27,28,26,27,33
151029,48,133,24,26,23,27,33
151030,66,134,27,31,23,26,27
151031,96,189,33,42,36,41,37
151032,96,170,32,36,31,36,35
151033,120,188,33,42,35,41,37
151034,120,188,33,42,35,41,37
151035,54,125,26,24,26,22,27
151036,96,185,32,40,35,41,37
151037,96,186,34,40,35,40,37
151038,108,185,32,41,34,41,37
151039,120,189,34,42,35,41,37
151040,132,190,34,42,36,41,37
151041,36,137,28,28,26,25,30
151042,84,153,28,36,29,29,31
151043,84,162,29,38,30,30,35
151044,84,161,30,39,26,32,34
151045,36,83,19,18,12,14,20
151046,96,180,33,38,35,37,37
151047,96,167,30,38,34,31,34
151048,120,188,34,42,36,39,37
151049,96,177,34,41,31,36,35
151050,24,57,16,16,12,1,12
151051,108,168,32,41,29,32,34
151052,84,163,31,36,30,33,33
151053,84,167,30,38,32,34,33
151054,108,170,32,40,30,34,34
151055,120,182,34,42,31,39,36
151056,96,126,25,27,23,26,25
151057,84,161,29,37,30,33,32
151058,84,166,29,39,31,34,33
151059,84,164,30,41,30,31,32
151060,96,179,31,42,33,37,36
154001,228,187,34,42,33,41,37
154002,32,107,22,20,18,19,28
154003,10,37,10,6,7,7,7
154004,228,188,34,40,36,41,37
154005,84,170,30,34,33,39,34
154006,10,49,9,13,8,9,10
154007,228,190,34,42,36,41,37
154008,228,188,34,41,35,41,37
154009,42,120,21,20,22,25,32
154010,120,186,34,39,35,41,37
154011,228,189,34,42,36,41,36
154012,228,190,34,42,36,41,37
154013,228,189,33,42,36,41,37
154014,228,190,34,42,36,41,37
154015,228,190,34,42,36,41,37
154016,228,189,34,42,36,40,37
154017,144,179,32,39,34,37,37
154018,120,181,30,41,35,38,37
154019,228,190,34,42,36,41,37
154020,228,184,34,42,31,41,36
154021,132,188,34,42,35,40,37
154022,132,166,34,38,28,32,34
154023,228,189,34,42,36,40,37
154024,84,184,32,40,34,41,37
154025,144,181,31,41,35,37,37
154026,228,190,34,42,36,41,37
154027,228,190,34,42,36,41,37
154028,108,180,31,41,31,40,37
154029,108,182,34,41,30,40,37
154030,132,175,31,37,31,39,37
154031,36,107,22,16,16,27,26
154032,12,47,10,7,9,9,12
154033,8,25,2,5,4,7,7
154035,20,54,10,11,11,9,13
154036,60,109,24,21,15,24,25
154037,72,131,23,24,25,30,29
154038,84,139,23,26,30,30,30
154039,144,179,31,42,31,38,37
154040,84,176,32,38,29,40,37
154041,66,151,28,33,28,27,35
154042,42,107,22,18,19,22,26
154043,28,75,16,17,11,15,16
154044,144,179,32,36,35,41,35
154045,132,186,32,42,34,41,37
154046,108,172,32,39,27,38,36
154047,120,185,32,42,34,41,36
154048,144,182,33,40,32,40,37
154049,78,160,30,33,28,33,36
154050,60,150,27,28,28,33,34
154051,6,22,3,5,3,6,5
154052,54,163,30,35,29,35,34
154054,8,21,2,5,5,4,5
154055,66,121,22,20,22,30,27
154056,108,187,32,42,35,41,37
154057,132,185,32,42,36,39,36
154058,120,182,32,41,34,39,36
154059,78,150,27,30,27,32,34
154060,120,175,32,41,30,35,37
154061,72,157,27,32,26,35,37
154062,14,49,11,5,12,9,12
154063,84,167,29,37,30,36,35
154064,48,134,26,24,23,30,31
154065,0,4,0,0,2,2,0
154066,0,5,0,2,1,2,0
154067,84,162,29,31,29,37,36
