ID,agestrat,GDS_interview,GDS_interview_SS
151037,96,599,121
151038,108,557,109
151039,120,556,109
151040,132,535,103
151041,36,670,142
151042,84,457,87
151043,84,501,95
151044,84,499,95
151045,36,398,75
151046,96,564,111
151047,96,498,95
151048,120,550,107
151049,96,550,107
151050,24,380,72
151051,108,488,93
151052,84,500,95
151053,84,517,99
151054,108,490,93
151055,120,524,100
151056,96,337,62
151057,84,490,93
151058,84,514,98
151059,84,515,98
151060,96,552,108
154001,204,494,94
154002,32,542,106
154003,10,514,100
154004,204,493,93
154005,84,529,102
154006,10,579,118
154007,204,500,95
154008,204,495,94
154009,42,533,104
154010,120,541,105
154011,204,494,94
154012,204,500,95
154013,204,499,95
154014,204,500,95
154015,204,500,95
154016,204,497,94
154017,132,486,92
154018,120,511,97
154019,204,500,95
154020,204,483,91
154021,132,524,100
154022,132,447,84
154023,204,497,94
154024,84,616,126
154025,132,492,93
154026,204,500,95
154027,204,500,95
154028,108,533,103
154029,108,555,109
154030,132,476,90
154031,36,504,97
154032,12,532,104
154033,8,474,92
154035,20,422,81
154036,60,389,73
154037,72,423,80
154038,84,408,77
154039,132,489,93
154040,84,576,115
154041,66,544,106
154042,42,464,89
154043,28,419,80
154044,132,480,91
154045,132,510,97
154046,108,495,94
154047,120,526,100
154048,132,499,95
154049,78,521,100
154050,60,567,113
154051,6,492,95
154052,54,690,147
154054,8,452,87
154055,66,404,76
154056,108,568,112
154057,132,504,96
154058,120,509,97
154059,78,474,90
154060,120,494,94
154061,72,541,105
154062,14,496,96
154063,84,516,99
154064,48,560,111
154065,0,479,93
154066,0,487,95
154067,84,503,96
154068,132,485,92
154069,132,455,86
154070,132,439,83
154071,132,494,94
154072,78,500,95
154073,48,539,105
154074,28,590,120
154075,18,424,81
154076,132,513,98
154077,108,468,89
154078,84,481,91
154079,132,492,93
154080,120,490,93
154081,108,481,91
201003,66,572,114
201004,66,549,108
201005,60,486,93
201006,60,547,107
201007,72,498,95
201008,72,575,115
201009,72,621,128
201010,72,613,125
201011,66,528,102
201012,72,539,105
201013,66,560,111
201014,72,601,122
201015,66,601,122
201016,78,503,96
201020,54,531,103
201022,66,495,95
201030,72,697,149
201031,72,519,99
201033,66,500,96
201034,60,590,119
201040,66,601,122
201041,60,592,120
201043,54,569,113
201047,66,554,109
201050,72,626,129
201052,42,516,99
201053,66,525,101
201054,66,558,110
201056,54,679,144
202001,132,507,96
202002,108,535,103
202003,48,416,79
202004,108,493,94
202005,66,613,126
202006,54,559,111
202007,4,550,110
202008,96,567,112
202009,42,547,107
202010,4,528,104
202011,8,516,100
202012,132,476,90
202013,22,508,98
202014,42,344,64
202015,78,470,89
202016,10,534,105
202017,120,492,93
202018,48,409,77
202019,8,481,93
202020,6,530,104
202021,54,535,104
202022,28,414,79
202023,8,479,93
202024,24,627,130
202025,4,573,116
202026,42,603,123
202027,78,535,103
202028,42,544,107
202029,60,585,118
202030,2,503,98
202031,60,644,134
202032,42,572,114
202033,4,533,105
202034,6,503,98
202035,28,469,90
202036,20,522,101
202037,42,709,153
202038,42,720,156
202039,78,638,132
202040,6,514,100
202041,18,563,113
202042,42,643,134
202043,32,606,124
202044,36,606,124
202045,20,555,110
202046,16,545,108
202047,48,560,111
202048,96,549,107
202049,42,578,116
202050,96,558,110
202051,96,556,109
202052,78,600,122
202053,2,501,97
202054,6,535,106
202055,32,647,136
202056,54,593,120
202057,18,587,119
202058,48,510,98
202059,18,424,81
202060,48,448,85
202061,48,519,100
202062,42,600,122
202063,20,478,92
202064,0,480,93
202065,14,484,93
202066,42,482,92
202067,54,597,121
202068,28,375,71
202069,24,479,92
202070,6,570,115
202071,54,620,128
202072,8,572,116
202073,72,580,116
202074,18,532,104
202075,8,548,109
202076,120,539,104
202077,96,373,69
202078,12,461,89
202079,24,320,60
202080,36,355,67
202081,24,291,54
202082,108,463,88
202083,132,467,88
202085,132,434,82
202086,12,450,87
202087,42,362,68
202088,48,437,83
202089,78,445,84
202090,72,500,95
202091,96,557,109
202092,42,507,97
202093,60,461,88
202094,120,522,100
202095,28,353,66
202096,96,551,108
202097,84,529,102
202098,108,561,110
202099,132,526,100
202100,0,478,93
202101,48,601,122
202102,0,492,96
202103,66,710,153
202104,16,457,88
202105,24,469,90
202106,60,573,114
202107,132,529,101
202108,8,495,96
202109,132,523,100
202110,132,529,101
206001,42,380,72
206002,66,441,84
206003,78,456,86
206004,22,397,75
206005,84,513,98
206006,84,336,62
206008,84,478,91
206010,84,553,108
206015,72,577,115
206017,84,618,127
206019,78,582,117
206020,78,557,110
206024,84,489,93
207001,72,497,95
207002,60,511,98
207003,10,556,111
207004,96,552,108
207005,8,467,90
207006,20,487,94
207007,84,424,80
207008,10,535,105
207009,120,510,97
207010,48,510,98
207011,20,511,99
207012,48,423,80
207013,24,556,110
207014,8,480,93
207015,24,617,128
207016,12,567,114
207017,120,470,89
207018,96,549,107
207019,6,514,100
207020,32,492,94
207021,60,527,102
207022,8,549,109
207023,36,461,88
207024,84,469,89
207025,18,466,90
208001,54,454,86
208002,48,561,111
208003,54,757,166
208004,48,462,88
208005,48,613,126
208006,66,704,151
208007,60,493,94
208008,54,568,113
208009,54,625,129
208117,66,702,150
208118,66,477,91
211002,60,561,111
211003,120,531,102
211004,132,524,100
211005,108,576,115
211006,54,470,90
211007,42,446,85
211008,132,512,97
211009,84,487,93
211012,24,459,88
211014,28,634,132
211015,16,565,113
211016,78,628,129
211017,60,608,124
211018,28,602,123
211020,108,552,108
211021,72,592,120
211022,156,469,89
211023,108,526,101
211024,66,661,139
213001,32,567,113
213002,54,428,81
213003,72,288,53
215001,84,569,113
215002,48,637,133
215003,18,490,94
215004,84,540,105
215005,120,517,98
215006,2,548,109
215007,24,448,86
215008,4,441,85
215009,18,548,109
215010,24,545,107
216001,84,623,128
216002,132,510,97
216003,132,517,98
216004,48,600,122
216005,96,552,108
216006,66,520,100
216007,36,519,100
216008,108,546,106
216009,84,593,120
216011,132,529,101
216012,120,499,95
216013,132,491,93
216014,8,524,102
216015,42,468,89
216016,96,575,114
216017,84,544,106
216018,48,606,124
216019,18,636,133
218001,16,556,111
218003,60,602,123
218004,48,511,98
218005,84,524,100
218006,4,546,109
218007,24,605,124
218008,6,471,91
218009,72,519,99
218010,20,520,101
218011,10,504,98
218012,24,563,112
218013,8,577,117
218014,8,530,104
218015,18,663,141
218016,6,553,111
218017,12,571,115
218018,14,591,121
218019,20,497,96
218020,4,490,95
218021,12,555,111
218022,4,522,102
218023,6,492,95
218024,6,498,97
218025,4,512,99
218026,18,582,118
218027,4,501,97
218028,18,560,112
218030,10,497,96
218031,10,540,107
218032,18,597,122
218033,4,500,97
218034,16,504,97
218035,16,499,96
218036,12,604,125
218037,12,582,118
219001,78,483,92
219002,108,537,104
219003,60,595,121
219004,84,538,104
219005,84,566,112
219006,96,562,111
219007,72,730,158
219008,120,544,105
219009,96,522,100
219010,66,597,121
220001,108,541,105
220002,78,565,112
220003,42,556,110
220004,24,456,87
220005,132,497,94
220006,22,444,85
220007,54,470,90
220008,108,580,116
220009,84,332,61
220010,66,488,93
220011,66,540,105
220012,60,472,90
220013,66,543,106
220015,60,547,107
220016,48,537,105
220017,66,568,113
220018,78,594,120
220019,96,548,107
220020,78,518,99
220021,24,591,120
220022,24,534,104
220023,54,602,123
220024,78,632,131
220025,108,574,114
220026,4,485,94
220027,6,541,107
220028,96,538,104
220029,14,496,96
220030,132,487,92
220031,132,475,90
220032,120,500,95
220033,48,661,139
220034,132,453,85
220035,132,526,100
220036,120,544,105
220037,72,609,124
220038,20,606,125
220039,12,686,148
220040,28,700,151
220041,32,443,84
220042,8,478,92
220043,28,484,93
220044,72,536,104
221001,36,449,86
221002,18,391,74
221003,18,458,88
221004,28,499,96
221005,72,622,128
221006,72,494,94
221007,32,516,99
221008,72,612,125
221009,72,528,102
221010,12,593,121
221011,22,514,99
221012,66,498,95
221013,12,566,114
221014,4,528,104
221015,2,526,103
223001,42,459,88
223002,24,501,96
223003,6,462,89
223004,72,588,118
223005,96,574,114
223006,36,642,134
223007,24,477,92
223008,96,474,90
223009,108,524,100
223010,28,381,72
224001,96,549,107
224002,78,552,108
224003,66,523,100
224004,32,482,92
224005,96,577,115
224006,72,591,119
224007,48,598,122
224008,28,574,115
224009,72,557,110
224010,96,558,110
224011,36,582,117
224012,36,509,98
224013,60,563,112
224014,60,465,89
224015,48,475,91
224016,42,491,94
224017,60,446,85
224018,48,383,72
224019,72,516,99
224020,66,587,118
224021,14,476,92
227001,4,490,95
227002,32,411,78
227003,66,498,95
227004,4,477,92
227005,6,551,110
227006,18,560,112
227007,28,461,88
227008,0,488,95
227009,20,519,100
227010,28,454,87
227011,6,502,97
227012,28,456,87
227013,16,590,120
227014,24,483,93
227015,4,482,93
227016,6,575,117
227017,22,571,115
227018,32,402,76
227019,0,465,90
227020,18,593,121
227021,10,579,118
227022,12,589,120
228001,8,489,95
228003,28,620,128
228004,24,532,104
228005,12,583,119
229001,10,513,99
229002,12,521,101
229003,14,474,91
229004,6,490,95
229005,12,537,106
229006,18,513,99
229007,0,471,91
229008,8,519,101
302001,96,623,128
302002,108,591,119
302004,22,463,89
302005,78,661,139
302006,84,650,136
302007,120,540,104
302008,96,519,99
302009,78,555,109
302010,204,500,95
302011,132,515,98
501001,60,388,73
501002,48,372,70
501003,84,486,92
501005,60,331,61
501006,48,356,67
501008,48,343,64
501009,132,511,97
501010,48,416,79
501011,72,275,50
501013,72,471,90
501014,72,457,87
501018,108,533,103
501019,72,435,82
501020,60,484,92
501021,72,497,95
501022,32,315,59
501023,60,499,95
501025,78,475,90
501026,120,479,91
501027,108,494,94
501029,60,372,70
501031,108,339,63
501032,48,500,96
503001,66,431,82
503007,66,262,47
505001,28,301,56
505002,28,315,59
505003,36,270,49
505004,24,415,79
505005,60,317,59
505008,42,405,77
505013,48,451,86
505015,156,404,75
505016,66,386,72
505021,132,407,76
505023,36,251,46
505024,42,419,79
505025,36,238,43
505030,32,343,64
505032,132,391,73
505033,132,283,51
505035,48,445,85
505036,54,356,67
505037,54,309,57
505038,42,362,68
505039,42,297,55
505040,60,393,74
506001,54,224,40
506003,78,375,70
506004,96,492,94
506005,72,430,81
506008,120,507,96
506009,84,386,72
506011,36,392,74
506014,54,356,67
506015,72,255,46
506016,42,397,75
506022,78,279,51
507002,66,418,79
507005,54,512,98
507006,66,361,67
508001,60,366,68
508002,60,391,74
508005,156,486,92
508007,204,447,84
508008,42,517,99
508009,72,300,55
508010,72,247,44
508011,66,299,55
508013,54,274,50
508014,120,288,52
508015,42,254,46
508016,108,378,70
508017,156,466,88
508019,36,265,48
508021,36,278,51
508022,42,250,45
508023,84,305,56
508024,84,334,62
508025,84,326,60
508026,120,505,96
508027,54,276,50
508028,84,388,73
508029,156,466,88
508030,132,273,49
508031,60,254,46
508032,54,250,45
508033,42,261,47
508034,84,370,69
510001,96,350,65
510004,72,342,63
510005,108,409,77
510007,132,446,84
510008,120,459,87
510009,156,473,89
510010,132,295,53
510014,132,396,74
510016,156,474,90
517001,78,394,74
517003,54,200,35
517004,108,550,107
517005,132,441,83
517007,156,481,91
517009,120,453,86
517010,156,486,92
517011,84,456,86
517012,96,466,88
517013,60,461,88
517017,84,424,80
517018,42,409,77
517020,78,524,100
517021,120,513,98
517022,156,508,96
517023,66,574,115
517024,156,462,87
517026,84,530,102
517028,66,422,80
526003,48,352,66
526005,60,299,55
527001,36,250,45
527002,120,319,58
527004,108,283,51
527005,24,343,64
529001,72,454,86
529008,96,544,106
529015,96,502,96
529018,204,500,95
529020,204,500,95
529021,204,500,95
529022,132,516,98
529023,132,505,96
529024,204,500,95
529025,72,523,100
529026,66,538,104
529029,66,267,48
600001,132,398,74
600003,156,427,80
600006,96,382,71
600007,120,382,71
600008,120,383,71
600009,108,384,72
600010,108,355,66
601002,156,376,70
601007,156,307,56
601011,204,464,88
602001,120,425,80
602002,60,379,71
602003,66,362,68
602004,66,415,78
602005,84,343,63
602006,78,348,65
602007,72,385,72
602008,78,285,52
605002,96,261,47
605003,96,366,68
607004,78,476,91
607005,60,432,82
607006,156,353,65
608001,42,551,109
608002,48,444,84
608003,54,552,109
608004,78,470,89
608005,36,630,131
608006,28,323,60
608007,60,552,109
608008,132,411,77
608009,42,558,111
608010,42,538,105
608011,66,506,97
608012,78,460,87
608013,32,440,84
608014,66,532,103
609003,54,411,78
611007,78,483,92
612001,60,654,137
612002,54,573,115
612003,36,445,85
612004,24,500,96
612005,28,453,87
612006,28,524,101
612007,120,331,61
612008,108,475,90
612009,24,301,56
612010,28,370,70
612012,96,485,92
612013,108,456,86
612014,120,463,88
612017,78,436,82
701001,84,515,98
701004,132,301,55
705002,78,291,53
