ID,agestrat,GDS_interview,GDS_interview_SS
151037,96,599,118
151038,108,557,109
151039,120,556,109
151040,132,535,104
151041,36,670,132
151042,84,457,88
151043,84,501,97
151044,84,499,97
151045,36,398,76
151046,96,564,110
151047,96,498,97
151048,120,550,107
151049,96,550,107
151050,24,380,72
151051,108,488,95
151052,84,500,97
151053,84,517,101
151054,108,490,95
151055,120,524,102
151056,96,337,63
151057,84,490,95
151058,84,514,100
151059,84,515,100
151060,96,552,108
154001,204,494,96
154002,32,542,106
154003,10,514,100
154004,204,493,96
154005,84,529,103
154006,10,579,113
154007,204,500,97
154008,204,495,96
154009,42,533,104
154010,120,541,106
154011,204,494,96
154012,204,500,97
154013,204,499,97
154014,204,500,97
154015,204,500,97
154016,204,497,96
154017,132,486,94
154018,120,511,99
154019,204,500,97
154020,204,483,94
154021,132,524,102
154022,132,447,86
154023,204,497,96
154024,84,616,121
154025,132,492,95
154026,204,500,97
154027,204,500,97
154028,108,533,104
154029,108,555,108
154030,132,476,92
154031,36,504,98
154032,12,532,104
154033,8,474,92
154035,20,422,81
154036,60,389,74
154037,72,423,81
154038,84,408,78
154039,132,489,95
154040,84,576,113
154041,66,544,106
154042,42,464,90
154043,28,419,80
154044,132,480,93
154045,132,510,99
154046,108,495,96
154047,120,526,102
154048,132,499,97
154049,78,521,101
154050,60,567,111
154051,6,492,95
154052,54,690,136
154054,8,452,87
154055,66,404,77
154056,108,568,111
154057,132,504,98
154058,120,509,99
154059,78,474,92
154060,120,494,96
154061,72,541,106
154062,14,496,96
154063,84,516,100
154064,48,560,109
154065,0,479,93
154066,0,487,94
154067,84,503,98
154068,132,485,94
154069,132,455,88
154070,132,439,84
154071,132,494,96
154072,78,500,97
154073,48,539,105
154074,28,590,116
154075,18,424,81
154076,132,513,100
154077,108,468,90
154078,84,481,93
154079,132,492,95
154080,120,490,95
154081,108,481,93
201003,66,572,112
201004,66,549,107
201005,60,486,94
201006,60,547,107
201007,72,498,97
201008,72,575,113
201009,72,621,122
201010,72,613,120
201011,66,528,103
201012,72,539,105
201013,66,560,109
201014,72,601,118
201015,66,601,118
201016,78,503,98
201020,54,531,103
201022,66,495,96
201030,72,697,138
201031,72,519,101
201033,66,500,97
201034,60,590,116
201040,66,601,118
201041,60,592,116
201043,54,569,111
201047,66,554,108
201050,72,626,123
201052,42,516,100
201053,66,525,102
201054,66,558,109
201056,54,679,134
202001,132,507,99
202002,108,535,104
202003,48,416,80
202004,108,493,96
202005,66,613,120
202006,54,559,109
202007,4,550,107
202008,96,567,111
202009,42,547,107
202010,4,528,103
202011,8,516,100
202012,132,476,92
202013,22,508,99
202014,42,344,65
202015,78,470,91
202016,10,534,104
202017,120,492,95
202018,48,409,78
202019,8,481,93
202020,6,530,103
202021,54,535,104
202022,28,414,79
202023,8,479,93
202024,24,627,123
202025,4,573,112
202026,42,603,118
202027,78,535,104
202028,42,544,106
202029,60,585,115
202030,2,503,98
202031,60,644,127
202032,42,572,112
202033,4,533,104
202034,6,503,98
202035,28,469,91
202036,20,522,102
202037,42,709,140
202038,42,720,142
202039,78,638,126
202040,6,514,100
202041,18,563,110
202042,42,643,127
202043,32,606,119
202044,36,606,119
202045,20,555,108
202046,16,545,106
202047,48,560,109
202048,96,549,107
202049,42,578,113
202050,96,558,109
202051,96,556,109
202052,78,600,118
202053,2,501,97
202054,6,535,104
202055,32,647,127
202056,54,593,116
202057,18,587,115
202058,48,510,99
202059,18,424,81
202060,48,448,86
202061,48,519,101
202062,42,600,118
202063,20,478,93
202064,0,480,93
202065,14,484,94
202066,42,482,93
202067,54,597,117
202068,28,375,71
202069,24,479,93
202070,6,570,112
202071,54,620,122
202072,8,572,112
202073,72,580,114
202074,18,532,104
202075,8,548,107
202076,120,539,105
202077,96,373,71
202078,12,461,89
202079,24,320,60
202080,36,355,67
202081,24,291,54
202082,108,463,89
202083,132,467,90
202085,132,434,83
202086,12,450,87
202087,42,362,69
202088,48,437,84
202089,78,445,86
202090,72,500,97
202091,96,557,109
202092,42,507,99
202093,60,461,89
202094,120,522,102
202095,28,353,67
202096,96,551,108
202097,84,529,103
202098,108,561,110
202099,132,526,102
202100,0,478,93
202101,48,601,118
202102,0,492,95
202103,66,710,140
202104,16,457,88
202105,24,469,91
202106,60,573,112
202107,132,529,103
202108,8,495,96
202109,132,523,102
202110,132,529,103
206001,42,380,72
206002,66,441,85
206003,78,456,88
206004,22,397,76
206005,84,513,100
206006,84,336,63
206008,84,478,93
206010,84,553,108
206015,72,577,113
206017,84,618,121
206019,78,582,114
206020,78,557,109
206024,84,489,95
207001,72,497,96
207002,60,511,99
207003,10,556,109
207004,96,552,108
207005,8,467,90
207006,20,487,94
207007,84,424,81
207008,10,535,104
207009,120,510,99
207010,48,510,99
207011,20,511,99
207012,48,423,81
207013,24,556,109
207014,8,480,93
207015,24,617,121
207016,12,567,111
207017,120,470,91
207018,96,549,107
207019,6,514,100
207020,32,492,95
207021,60,527,103
207022,8,549,107
207023,36,461,89
207024,84,469,91
207025,18,466,90
208001,54,454,88
208002,48,561,110
208003,54,757,150
208004,48,462,89
208005,48,613,120
208006,66,704,139
208007,60,493,96
208008,54,568,111
208009,54,625,123
208117,66,702,139
208118,66,477,92
211002,60,561,110
211003,120,531,103
211004,132,524,102
211005,108,576,113
211006,54,470,91
211007,42,446,86
211008,132,512,100
211009,84,487,94
211012,24,459,89
211014,28,634,125
211015,16,565,110
211016,78,628,124
211017,60,608,119
211018,28,602,118
211020,108,552,108
211021,72,592,116
211022,156,469,91
211023,108,526,102
211024,66,661,130
213001,32,567,111
213002,54,428,82
213003,72,288,53
215001,84,569,111
215002,48,637,125
215003,18,490,95
215004,84,540,105
215005,120,517,101
215006,2,548,107
215007,24,448,86
215008,4,441,85
215009,18,548,107
215010,24,545,106
216001,84,623,122
216002,132,510,99
216003,132,517,101
216004,48,600,118
216005,96,552,108
216006,66,520,101
216007,36,519,101
216008,108,546,107
216009,84,593,116
216011,132,529,103
216012,120,499,97
216013,132,491,95
216014,8,524,102
216015,42,468,90
216016,96,575,113
216017,84,544,106
216018,48,606,119
216019,18,636,125
218001,16,556,109
218003,60,602,118
218004,48,511,99
218005,84,524,102
218006,4,546,107
218007,24,605,119
218008,6,471,91
218009,72,519,101
218010,20,520,101
218011,10,504,98
218012,24,563,110
218013,8,577,113
218014,8,530,103
218015,18,663,131
218016,6,553,108
218017,12,571,112
218018,14,591,116
218019,20,497,96
218020,4,490,95
218021,12,555,108
218022,4,522,102
218023,6,492,95
218024,6,498,97
218025,4,512,100
218026,18,582,114
218027,4,501,97
218028,18,560,109
218030,10,497,96
218031,10,540,105
218032,18,597,117
218033,4,500,97
218034,16,504,98
218035,16,499,97
218036,12,604,119
218037,12,582,114
219001,78,483,94
219002,108,537,105
219003,60,595,117
219004,84,538,105
219005,84,566,111
219006,96,562,110
219007,72,730,145
219008,120,544,106
219009,96,522,102
219010,66,597,117
220001,108,541,106
220002,78,565,110
220003,42,556,109
220004,24,456,88
220005,132,497,96
220006,22,444,86
220007,54,470,91
220008,108,580,114
220009,84,332,62
220010,66,488,95
220011,66,540,105
220012,60,472,91
220013,66,543,106
220015,60,547,107
220016,48,537,105
220017,66,568,111
220018,78,594,116
220019,96,548,107
220020,78,518,101
220021,24,591,116
220022,24,534,104
220023,54,602,118
220024,78,632,124
220025,108,574,112
220026,4,485,94
220027,6,541,106
220028,96,538,105
220029,14,496,96
220030,132,487,94
220031,132,475,92
220032,120,500,97
220033,48,661,130
220034,132,453,87
220035,132,526,102
220036,120,544,106
220037,72,609,120
220038,20,606,119
220039,12,686,135
220040,28,700,138
220041,32,443,85
220042,8,478,93
220043,28,484,94
220044,72,536,105
221001,36,449,87
221002,18,391,75
221003,18,458,88
221004,28,499,97
221005,72,622,122
221006,72,494,96
221007,32,516,100
221008,72,612,120
221009,72,528,103
221010,12,593,116
221011,22,514,100
221012,66,498,97
221013,12,566,111
221014,4,528,103
221015,2,526,102
223001,42,459,89
223002,24,501,97
223003,6,462,89
223004,72,588,115
223005,96,574,112
223006,36,642,126
223007,24,477,92
223008,96,474,92
223009,108,524,102
223010,28,381,73
224001,96,549,107
224002,78,552,108
224003,66,523,102
224004,32,482,93
224005,96,577,113
224006,72,591,116
224007,48,598,117
224008,28,574,112
224009,72,557,109
224010,96,558,109
224011,36,582,114
224012,36,509,99
224013,60,563,110
224014,60,465,90
224015,48,475,92
224016,42,491,95
224017,60,446,86
224018,48,383,73
224019,72,516,100
224020,66,587,115
224021,14,476,92
227001,4,490,95
227002,32,411,79
227003,66,498,97
227004,4,477,92
227005,6,551,108
227006,18,560,109
227007,28,461,89
227008,0,488,95
227009,20,519,101
227010,28,454,88
227011,6,502,97
227012,28,456,88
227013,16,590,116
227014,24,483,94
227015,4,482,93
227016,6,575,113
227017,22,571,112
227018,32,402,77
227019,0,465,90
227020,18,593,116
227021,10,579,113
227022,12,589,115
228001,8,489,95
228003,28,620,122
228004,24,532,104
228005,12,583,114
229001,10,513,100
229002,12,521,101
229003,14,474,92
229004,6,490,95
229005,12,537,105
229006,18,513,100
229007,0,471,91
229008,8,519,101
302001,96,623,122
302002,108,591,116
302004,22,463,89
302005,78,661,130
302006,84,650,128
302007,120,540,105
302008,96,519,101
302009,78,555,108
302010,204,500,97
302011,132,515,100
501001,60,388,74
501002,48,372,71
501003,84,486,94
501005,60,331,62
501006,48,356,67
501008,48,343,65
501009,132,511,99
501010,48,416,80
501011,72,275,51
501013,72,471,91
501014,72,457,88
501018,108,533,104
501019,72,435,84
501020,60,484,94
501021,72,497,96
501022,32,315,59
501023,60,499,97
501025,78,475,92
501026,120,479,93
501027,108,494,96
501029,60,372,71
501031,108,339,64
501032,48,500,97
503001,66,431,83
503007,66,262,48
505001,28,301,56
505002,28,315,59
505003,36,270,50
505004,24,415,80
505005,60,317,59
505008,42,405,77
505013,48,451,87
505015,156,404,77
505016,66,386,74
505021,132,407,78
505023,36,251,46
505024,42,419,80
505025,36,238,43
505030,32,343,65
505032,132,391,75
505033,132,283,52
505035,48,445,86
505036,54,356,67
505037,54,309,58
505038,42,362,69
505039,42,297,55
505040,60,393,75
506001,54,224,40
506003,78,375,71
506004,96,492,95
506005,72,430,83
506008,120,507,99
506009,84,386,74
506011,36,392,75
506014,54,356,67
506015,72,255,46
506016,42,397,76
506022,78,279,51
507002,66,418,80
507005,54,512,100
507006,66,361,68
508001,60,366,69
508002,60,391,75
508005,156,486,94
508007,204,447,86
508008,42,517,101
508009,72,300,56
508010,72,247,45
508011,66,299,56
508013,54,274,50
508014,120,288,53
508015,42,254,46
508016,108,378,72
508017,156,466,90
508019,36,265,49
508021,36,278,51
508022,42,250,45
508023,84,305,57
508024,84,334,63
508025,84,326,61
508026,120,505,98
508027,54,276,51
508028,84,388,74
508029,156,466,90
508030,132,273,50
508031,60,254,46
508032,54,250,45
508033,42,261,48
508034,84,370,70
510001,96,350,66
510004,72,342,64
510005,108,409,78
510007,132,446,86
510008,120,459,89
510009,156,473,91
510010,132,295,55
510014,132,396,76
510016,156,474,92
517001,78,394,75
517003,54,200,35
517004,108,550,107
517005,132,441,85
517007,156,481,93
517009,120,453,87
517010,156,486,94
517011,84,456,88
517012,96,466,90
517013,60,461,89
517017,84,424,81
517018,42,409,78
517020,78,524,102
517021,120,513,100
517022,156,508,99
517023,66,574,112
517024,156,462,89
517026,84,530,103
517028,66,422,81
526003,48,352,67
526005,60,299,56
527001,36,250,45
527002,120,319,60
527004,108,283,52
527005,24,343,65
529001,72,454,88
529008,96,544,106
529015,96,502,97
529018,204,500,97
529020,204,500,97
529021,204,500,97
529022,132,516,100
529023,132,505,98
529024,204,500,97
529025,72,523,102
529026,66,538,105
529029,66,267,49
600001,132,398,76
600003,156,427,82
600006,96,382,73
600007,120,382,73
600008,120,383,73
600009,108,384,73
600010,108,355,67
601002,156,376,71
601007,156,307,57
601011,204,464,90
602001,120,425,82
602002,60,379,72
602003,66,362,69
602004,66,415,80
602005,84,343,65
602006,78,348,66
602007,72,385,73
602008,78,285,53
605002,96,261,48
605003,96,366,69
607004,78,476,92
607005,60,432,83
607006,156,353,67
608001,42,551,108
608002,48,444,86
608003,54,552,108
608004,78,470,91
608005,36,630,124
608006,28,323,61
608007,60,552,108
608008,132,411,79
608009,42,558,109
608010,42,538,105
608011,66,506,98
608012,78,460,89
608013,32,440,85
608014,66,532,104
609003,54,411,79
611007,78,483,94
612001,60,654,129
612002,54,573,112
612003,36,445,86
612004,24,500,97
612005,28,453,87
612006,28,524,102
612007,120,331,62
612008,108,475,92
612009,24,301,56
612010,28,370,70
612012,96,485,94
612013,108,456,88
612014,120,463,89
612017,78,436,84
701001,84,515,100
701004,132,301,56
705002,78,291,54
