ID,agestrat,ADPscore,ADP_SS
151037,96,40,119
151038,108,41,118
151039,120,41,112
151040,132,41,106
151041,36,25,117
151042,84,29,78
151043,84,30,84
151044,84,32,91
151045,36,14,71
151046,96,37,104
151047,96,31,85
151048,120,39,101
151049,96,36,99
151050,24,1,40
151051,108,32,85
151052,84,33,94
151053,84,34,97
151054,108,34,90
151055,120,39,101
151056,96,26,60
151057,84,33,94
151058,84,34,97
151059,84,31,89
151060,96,37,104
154001,204,41,100
154002,32,19,96
154003,10,7,104
154004,204,41,100
154005,84,39,121
154006,10,9,114
154007,204,41,100
154008,204,41,100
154009,42,25,108
154010,120,41,112
154011,204,41,100
154012,204,41,100
154013,204,41,100
154014,204,41,100
154015,204,41,100
154016,204,40,97
154017,132,37,93
154018,120,38,98
154019,204,41,100
154020,204,41,100
154021,132,40,101
154022,132,32,80
154023,204,40,97
154024,84,41,131
154025,132,37,93
154026,204,41,100
154027,204,41,100
154028,108,40,112
154029,108,40,112
154030,132,39,98
154031,36,27,127
154032,12,9,108
154033,8,7,110
154035,20,9,77
154036,60,24,82
154037,72,30,94
154038,84,30,84
154039,132,38,95
154040,84,40,126
154041,66,27,87
154042,42,22,94
154043,28,15,87
154044,132,41,106
154045,132,41,106
154046,108,38,102
154047,120,41,112
154048,132,40,101
154049,78,33,99
154050,60,33,122
154051,6,6,109
154052,54,35,141
154054,8,4,93
154055,66,30,99
154056,108,41,118
154057,132,39,98
154058,120,39,101
154059,78,32,96
154060,120,35,90
154061,72,35,116
154062,14,9,101
154063,84,36,106
154064,48,30,124
154065,0,2,103
154066,0,2,103
154067,84,37,111
154068,132,39,98
154069,132,35,87
154070,132,37,93
154071,132,40,101
154072,78,31,93
154073,48,27,109
154074,28,29,156
154075,18,10,86
154076,132,40,101
154077,108,39,107
154078,84,34,97
154079,132,41,106
154080,120,41,112
154081,108,39,107
201003,66,29,96
201004,66,32,109
201005,60,29,102
201006,60,30,107
201007,72,29,91
201008,72,30,94
201009,72,38,131
201010,72,38,131
201011,66,30,99
201012,72,32,100
201013,66,28,93
201014,72,30,94
201015,66,32,109
201016,78,34,103
201020,54,31,121
201022,66,28,93
201030,72,41,147
201031,72,30,94
201033,66,27,87
201034,60,32,117
201040,66,34,119
201041,60,32,117
201043,54,31,121
201047,66,33,114
201050,72,37,126
201052,42,26,113
201053,66,34,119
201054,66,34,119
201056,54,35,141
202001,132,41,106
202002,108,39,107
202003,48,19,78
202004,108,36,96
202005,66,32,109
202006,54,27,100
202007,4,4,103
202008,96,40,119
202009,42,27,118
202010,4,4,103
202011,8,0,66
202012,132,40,101
202013,22,16,106
202014,42,12,58
202015,78,27,76
202016,10,8,109
202017,120,38,98
202018,48,23,92
202019,8,6,104
202020,6,7,115
202021,54,29,110
202022,28,12,75
202023,8,7,110
202024,24,23,133
202025,4,5,109
202026,42,29,128
202027,78,35,108
202028,42,23,98
202029,60,32,117
202030,2,2,95
202031,60,40,158
202032,42,26,113
202033,4,4,103
202034,6,5,104
202035,28,16,91
202036,20,17,119
202037,42,32,144
202038,42,34,154
202039,78,41,139
202040,6,4,99
202041,18,15,117
202042,42,26,113
202043,32,20,100
202044,36,26,122
202045,20,13,99
202046,16,10,99
202047,48,23,92
202048,96,39,114
202049,42,23,98
202050,96,38,109
202051,96,40,119
202052,78,35,108
202053,2,0,81
202054,6,6,109
202055,32,23,115
202056,54,33,131
202057,18,14,112
202058,48,25,99
202059,18,8,76
202060,48,21,85
202061,48,24,96
202062,42,32,144
202063,20,11,90
202064,0,1,96
202065,14,8,94
202066,42,23,98
202067,54,31,121
202068,28,10,67
202069,24,16,97
202070,6,6,109
202071,54,35,141
202072,8,6,104
202073,72,34,111
202074,18,12,101
202075,8,6,104
202076,120,41,112
202077,96,25,57
202078,12,9,108
202079,24,11,77
202080,36,15,75
202081,24,8,64
202082,108,35,93
202083,132,39,98
202085,132,37,93
202086,12,7,97
202087,42,14,66
202088,48,24,96
202089,78,27,76
202090,72,28,88
202091,96,39,114
202092,42,22,94
202093,60,26,91
202094,120,41,112
202095,28,11,71
202096,96,40,119
202097,84,39,121
202098,108,41,118
202099,132,41,106
202100,0,2,103
202101,48,28,114
202102,0,2,103
202103,66,39,145
202104,16,9,91
202105,24,14,89
202106,60,31,112
202107,132,41,106
202108,8,8,115
202109,132,41,106
202110,132,41,106
206001,42,19,84
206002,66,27,87
206003,78,33,99
206004,22,8,67
206005,84,35,100
206006,84,19,46
206008,84,32,91
206010,84,33,94
206015,72,34,111
206017,84,40,126
206019,78,37,118
206020,78,36,113
206024,84,34,97
207001,72,29,91
207002,60,26,91
207003,10,12,130
207004,96,36,99
207005,8,6,104
207006,20,14,104
207007,84,28,74
207008,10,6,98
207009,120,41,112
207010,48,25,99
207011,20,15,109
207012,48,22,89
207013,24,23,133
207014,8,5,99
207015,24,21,123
207016,12,8,103
207017,120,36,93
207018,96,38,109
207019,6,5,104
207020,32,23,115
207021,60,31,112
207022,8,7,110
207023,36,21,97
207024,84,27,70
207025,18,11,96
208001,54,30,115
208002,48,30,124
208003,54,41,160
208004,48,23,92
208005,48,33,140
208006,66,41,155
208007,60,28,98
208008,54,32,126
208009,54,29,110
208117,66,39,145
208118,66,29,96
211002,60,35,133
211003,120,40,107
211004,132,41,106
211005,108,41,118
211006,54,27,100
211007,42,22,94
211008,132,41,106
211009,84,31,89
211012,24,15,93
211014,28,26,140
211015,16,13,114
211016,78,38,123
211017,60,35,133
211018,28,26,140
211020,108,38,102
211021,72,38,131
211022,156,40,98
211023,108,40,112
211024,66,39,145
213001,32,23,115
213002,54,23,84
213003,72,22,60
215001,84,38,116
215002,48,31,130
215003,18,8,76
215004,84,36,106
215005,120,40,107
215006,2,4,107
215007,24,18,107
215008,4,2,91
215009,18,13,107
215010,24,17,102
216001,84,41,131
216002,132,41,106
216003,132,41,106
216004,48,31,130
216005,96,39,114
216006,66,33,114
216007,36,19,90
216008,108,40,112
216009,84,39,121
216011,132,41,106
216012,120,37,95
216013,132,39,98
216014,8,7,110
216015,42,24,102
216016,96,41,124
216017,84,36,106
216018,48,31,130
216019,18,19,138
218001,16,14,120
218003,60,36,138
218004,48,25,99
218005,84,35,100
218006,4,5,109
218007,24,18,107
218008,6,4,99
218009,72,35,116
218010,20,17,119
218011,10,7,104
218012,24,22,128
218013,8,7,110
218014,8,6,104
218015,18,20,143
218016,6,6,109
218017,12,9,108
218018,14,17,143
218019,20,12,94
218020,4,4,103
218021,12,10,113
218022,4,5,109
218023,6,5,104
218024,6,5,104
218025,4,5,109
218026,18,17,128
218027,4,4,103
218028,18,12,101
218030,10,7,104
218031,10,8,109
218032,18,13,107
218033,4,2,91
218034,16,11,104
218035,16,10,99
218036,12,13,129
218037,12,10,113
219001,78,30,88
219002,108,40,112
219003,60,34,127
219004,84,38,116
219005,84,40,126
219006,96,41,124
219007,72,41,147
219008,120,39,101
219009,96,38,109
219010,66,31,103
220001,108,37,98
220002,78,36,113
220003,42,24,102
220004,24,15,93
220005,132,39,98
220006,22,14,96
220007,54,25,93
220008,108,41,118
220009,84,21,52
220010,66,32,109
220011,66,34,119
220012,60,25,85
220013,66,33,114
220015,60,35,133
220016,48,27,109
220017,66,33,114
220018,78,37,118
220019,96,38,109
220020,78,35,108
220021,24,22,128
220022,24,20,118
220023,54,33,131
220024,78,36,113
220025,108,41,118
220026,4,4,103
220027,6,6,109
220028,96,37,104
220029,14,9,101
220030,132,38,95
220031,132,39,98
220032,120,38,98
220033,48,31,130
220034,132,40,101
220035,132,41,106
220036,120,41,112
220037,72,37,126
220038,20,19,130
220039,12,12,124
220040,28,27,145
220041,32,15,81
220042,8,5,99
220043,28,19,104
220044,72,35,116
221001,36,20,93
221002,18,9,80
221003,18,8,76
221004,28,20,109
221005,72,35,116
221006,72,31,97
221007,32,21,105
221008,72,35,116
221009,72,33,105
221010,12,10,113
221011,22,12,87
221012,66,30,99
221013,12,11,118
221014,4,4,103
221015,2,4,107
223001,42,21,91
223002,24,21,123
223003,6,2,84
223004,72,36,121
223005,96,38,109
223006,36,24,111
223007,24,13,85
223008,96,33,91
223009,108,39,107
223010,28,11,71
224001,96,36,99
224002,78,33,99
224003,66,27,87
224004,32,20,100
224005,96,41,124
224006,72,35,116
224007,48,28,114
224008,28,24,130
224009,72,34,111
224010,96,38,109
224011,36,25,117
224012,36,23,106
224013,60,31,112
224014,60,24,82
224015,48,23,92
224016,42,25,108
224017,60,27,94
224018,48,19,78
224019,72,32,100
224020,66,33,114
224021,14,7,87
227001,4,4,103
227002,32,15,81
227003,66,30,99
227004,4,5,109
227005,6,8,120
227006,18,15,117
227007,28,18,99
227008,0,1,96
227009,20,10,82
227010,28,17,95
227011,6,4,99
227012,28,17,95
227013,16,13,114
227014,24,17,102
227015,4,4,103
227016,6,7,115
227017,22,19,121
227018,32,16,84
227019,0,0,88
227020,18,16,122
227021,10,10,120
227022,12,9,108
228001,8,6,104
228003,28,24,130
228004,24,18,107
228005,12,9,108
229001,10,7,104
229002,12,8,103
229003,14,8,94
229004,6,5,104
229005,12,8,103
229006,18,9,80
229007,0,2,103
229008,8,6,104
302001,96,41,124
302002,108,41,118
302004,22,13,92
302005,78,41,139
302006,84,41,131
302007,120,40,107
302008,96,34,93
302009,78,37,118
302010,204,41,100
302011,132,40,101
501001,60,25,85
501002,48,18,75
501003,84,32,91
501005,60,20,68
501006,48,17,71
501008,48,18,75
501009,132,39,98
501010,48,21,85
501011,72,13,40
501013,72,31,97
501014,72,24,70
501018,108,38,102
501019,72,31,97
501020,60,25,85
501021,72,30,94
501022,32,11,65
501023,60,24,82
501025,78,31,93
501026,120,35,90
501027,108,32,85
501029,60,25,85
501031,108,26,58
501032,48,24,96
503001,66,28,93
503007,66,18,54
505001,28,8,59
505002,28,8,59
505003,36,12,64
505004,24,10,73
505005,60,16,55
505008,42,23,98
505013,48,25,99
505015,156,36,88
505016,66,23,72
505021,132,31,75
505023,36,8,49
505024,42,15,69
505025,36,9,52
505030,32,15,81
505032,132,28,60
505033,132,28,60
505035,48,22,89
505036,54,22,81
505037,54,19,71
505038,42,18,80
505039,42,15,69
505040,60,25,85
506001,54,5,40
506003,78,26,72
506004,96,40,119
506005,72,23,65
506008,120,38,98
506009,84,29,78
506011,36,18,86
506014,54,20,75
506015,72,21,57
506016,42,21,91
506022,78,13,40
507002,66,28,93
507005,54,28,105
507006,66,21,64
508001,60,23,79
508002,60,23,79
508005,156,38,93
508007,204,35,85
508008,42,27,118
508009,72,21,57
508010,72,19,51
508011,66,22,68
508013,54,12,46
508014,120,24,48
508015,42,13,62
508016,108,27,61
508017,156,36,88
508019,36,10,56
508021,36,10,56
508022,42,8,44
508023,84,19,46
508024,84,24,61
508025,84,24,61
508026,120,38,98
508027,54,13,49
508028,84,23,58
508029,156,38,93
508030,132,19,40
508031,60,14,49
508032,54,14,53
508033,42,12,58
508034,84,26,67
510001,96,25,57
510004,72,24,70
510005,108,33,87
510007,132,34,85
510008,120,35,90
510009,156,39,96
510010,132,28,60
510014,132,29,63
510016,156,40,98
517001,78,29,84
517003,54,6,40
517004,108,40,112
517005,132,37,93
517007,156,39,96
517009,120,35,90
517010,156,39,96
517011,84,34,97
517012,96,32,88
517013,60,26,91
517017,84,29,78
517018,42,18,80
517020,78,33,99
517021,120,39,101
517022,156,39,96
517023,66,31,103
517024,156,38,93
517026,84,37,111
517028,66,26,84
526003,48,14,61
526005,60,22,75
527001,36,5,40
527002,120,13,40
527004,108,18,40
527005,24,8,64
529001,72,28,88
529008,96,37,104
529015,96,34,93
529018,204,41,100
529020,204,41,100
529021,204,41,100
529022,132,40,101
529023,132,37,93
529024,204,41,100
529025,72,28,88
529026,66,27,87
529029,66,19,58
600001,132,34,85
600003,156,34,83
600006,96,29,72
600007,120,28,61
600008,120,26,54
600009,108,26,58
600010,108,27,61
601002,156,34,83
601007,156,28,58
601011,204,38,92
602001,120,30,70
602002,60,23,79
602003,66,22,68
602004,66,25,81
602005,84,24,61
602006,78,22,58
602007,72,27,85
602008,78,13,40
605002,96,19,40
605003,96,34,93
607004,78,27,76
607005,60,31,112
607006,156,33,80
608001,42,27,118
608002,48,21,85
608003,54,29,110
608004,78,34,103
608005,36,30,143
608006,28,9,63
608007,60,29,102
608008,132,39,98
608009,42,29,128
608010,42,27,118
608011,66,33,114
608012,78,34,103
608013,32,20,100
608014,66,27,87
609003,54,18,67
611007,78,36,113
612001,60,32,117
612002,54,29,110
612003,36,19,90
612004,24,15,93
612005,28,15,87
612006,28,20,109
612007,120,30,70
612008,108,32,85
612009,24,6,56
612010,28,11,71
612012,96,34,93
612013,108,33,87
612014,120,37,95
612017,78,29,84
701001,84,31,89
701004,132,30,68
705002,78,18,46
