agestrat,rawscore,scale,SS
mo_072,18,COM,60
mo_072,19,COM,64
mo_072,20,COM,68
mo_072,21,COM,72
mo_072,22,COM,76
mo_072,23,COM,80
mo_072,24,COM,83
mo_072,25,COM,87
mo_072,26,COM,91
mo_072,27,COM,95
mo_072,28,COM,99
mo_072,29,COM,106
mo_072,30,COM,114
mo_072,31,COM,122
mo_072,32,COM,129
mo_072,33,COM,137
mo_072,34,COM,145
mo_072,35,COM,NA
mo_072,36,COM,NA
mo_072,37,COM,NA
mo_072,38,COM,NA
mo_072,39,COM,NA
mo_072,40,COM,NA
mo_072,41,COM,NA
mo_072,42,COM,NA
mo_078,0,PHY,40
mo_078,1,PHY,40
mo_078,2,PHY,40
mo_078,3,PHY,40
mo_078,4,PHY,40
mo_078,5,PHY,40
mo_078,6,PHY,40
mo_078,7,PHY,40
mo_078,8,PHY,40
mo_078,9,PHY,40
mo_078,10,PHY,40
mo_078,11,PHY,40
mo_078,12,PHY,40
mo_078,13,PHY,40
mo_078,14,PHY,40
mo_078,15,PHY,40
mo_078,16,PHY,40
mo_078,17,PHY,40
mo_078,18,PHY,40
mo_078,19,PHY,42
mo_078,20,PHY,46
mo_078,21,PHY,50
mo_078,22,PHY,54
mo_078,23,PHY,58
mo_078,24,PHY,62
mo_078,25,PHY,66
mo_078,26,PHY,70
mo_078,27,PHY,74
mo_078,28,PHY,78
mo_078,29,PHY,82
mo_078,30,PHY,86
mo_078,31,PHY,90
mo_078,32,PHY,94
mo_078,33,PHY,98
mo_078,34,PHY,104
mo_078,35,PHY,112
mo_078,36,PHY,120
mo_078,37,PHY,128
mo_078,38,PHY,NA
mo_078,39,PHY,NA
mo_078,40,PHY,NA
mo_078,41,PHY,NA
mo_078,42,PHY,NA
mo_078,0,ADP,40
mo_078,1,ADP,40
mo_078,2,ADP,40
mo_078,3,ADP,40
mo_078,4,ADP,40
mo_078,5,ADP,40
mo_078,6,ADP,40
mo_078,7,ADP,40
mo_078,8,ADP,40
mo_078,9,ADP,40
mo_078,10,ADP,40
mo_078,11,ADP,40
mo_078,12,ADP,40
mo_078,13,ADP,40
mo_078,14,ADP,40
mo_078,15,ADP,40
mo_078,16,ADP,40
mo_078,17,ADP,43
mo_078,18,ADP,46
mo_078,19,ADP,49
mo_078,20,ADP,52
mo_078,21,ADP,55
mo_078,22,ADP,58
mo_078,23,ADP,62
mo_078,24,ADP,65
mo_078,25,ADP,69
mo_078,26,ADP,72
mo_078,27,ADP,76
mo_078,28,ADP,80
mo_078,29,ADP,84
mo_078,30,ADP,88
mo_078,31,ADP,93
mo_078,32,ADP,96
mo_078,33,ADP,99
mo_078,34,ADP,103
mo_078,35,ADP,108
mo_078,36,ADP,113
mo_078,37,ADP,118
mo_078,38,ADP,123
mo_078,39,ADP,128
mo_078,40,ADP,134
mo_078,41,ADP,139
mo_078,42,ADP,NA
mo_078,0,SOC,40
mo_078,1,SOC,40
mo_078,2,SOC,40
mo_078,3,SOC,40
mo_078,4,SOC,40
mo_078,5,SOC,40
mo_078,6,SOC,40
mo_078,7,SOC,40
mo_078,8,SOC,42
mo_078,9,SOC,45
mo_078,10,SOC,48
mo_078,11,SOC,50
mo_078,12,SOC,53
mo_078,13,SOC,55
mo_078,14,SOC,58
mo_078,15,SOC,61
mo_078,16,SOC,63
mo_078,17,SOC,66
mo_078,18,SOC,68
mo_078,19,SOC,71
mo_078,20,SOC,73
mo_078,21,SOC,76
mo_078,22,SOC,79
mo_078,23,SOC,81
mo_078,24,SOC,83
mo_078,25,SOC,89
mo_078,26,SOC,92
mo_078,27,SOC,94
mo_078,28,SOC,97
mo_078,29,SOC,99
mo_078,30,SOC,104
mo_078,31,SOC,109
mo_078,32,SOC,115
mo_078,33,SOC,120
mo_078,34,SOC,125
mo_078,35,SOC,131
mo_078,36,SOC,136
mo_078,37,SOC,NA
mo_078,38,SOC,NA
mo_078,39,SOC,NA
mo_078,40,SOC,NA
mo_078,41,SOC,NA
mo_078,42,SOC,NA
mo_078,0,COG,40
mo_078,1,COG,40
mo_078,2,COG,40
mo_078,3,COG,40
mo_078,4,COG,40
mo_078,5,COG,40
mo_078,6,COG,40
mo_078,7,COG,40
mo_078,8,COG,40
mo_078,9,COG,40
mo_078,10,COG,40
mo_078,11,COG,40
mo_078,12,COG,40
mo_078,13,COG,40
mo_078,14,COG,40
mo_078,15,COG,40
mo_078,16,COG,41
mo_078,17,COG,45
mo_078,18,COG,48
mo_078,19,COG,51
mo_078,20,COG,54
mo_078,21,COG,57
mo_078,22,COG,60
mo_078,23,COG,63
mo_078,24,COG,66
mo_078,25,COG,69
mo_078,26,COG,73
mo_078,27,COG,78
mo_078,28,COG,82
mo_078,29,COG,85
mo_078,30,COG,88
mo_078,31,COG,91
mo_078,32,COG,94
mo_078,33,COG,98
mo_078,34,COG,101
mo_078,35,COG,108
mo_078,36,COG,114
mo_078,37,COG,120
mo_078,38,COG,126
mo_078,39,COG,132
mo_078,40,COG,139
mo_078,41,COG,145
mo_078,42,COG,151
mo_078,0,COM,40
mo_078,1,COM,40
mo_078,2,COM,40
mo_078,3,COM,40
mo_078,4,COM,40
mo_078,5,COM,40
mo_078,6,COM,40
mo_078,7,COM,40
mo_078,8,COM,40
mo_078,9,COM,40
mo_078,10,COM,40
mo_078,11,COM,40
mo_078,12,COM,40
mo_078,13,COM,40
mo_078,14,COM,42
mo_078,15,COM,45
mo_078,16,COM,49
mo_078,17,COM,53
mo_078,18,COM,57
mo_078,19,COM,61
mo_078,20,COM,65
mo_078,21,COM,69
mo_078,22,COM,73
mo_078,23,COM,77
mo_078,24,COM,80
mo_078,25,COM,84
mo_078,26,COM,88
mo_078,27,COM,92
mo_078,28,COM,96
mo_078,29,COM,100
mo_078,30,COM,107
mo_078,31,COM,115
mo_078,32,COM,123
mo_078,33,COM,131
mo_078,34,COM,139
mo_078,35,COM,NA
mo_078,36,COM,NA
mo_078,37,COM,NA
mo_078,38,COM,NA
mo_078,39,COM,NA
mo_078,40,COM,NA
mo_078,41,COM,NA
mo_078,42,COM,NA
mo_084,0,PHY,40
mo_084,1,PHY,40
mo_084,2,PHY,40
mo_084,3,PHY,40
mo_084,4,PHY,40
mo_084,5,PHY,40
mo_084,6,PHY,40
mo_084,7,PHY,40
mo_084,8,PHY,40
mo_084,9,PHY,40
mo_084,10,PHY,40
mo_084,11,PHY,40
mo_084,12,PHY,40
mo_084,13,PHY,40
mo_084,14,PHY,40
mo_084,15,PHY,40
mo_084,16,PHY,40
mo_084,17,PHY,40
mo_084,18,PHY,40
mo_084,19,PHY,40
mo_084,20,PHY,43
mo_084,21,PHY,47
mo_084,22,PHY,51
mo_084,23,PHY,55
mo_084,24,PHY,59
mo_084,25,PHY,63
mo_084,26,PHY,67
mo_084,27,PHY,71
mo_084,28,PHY,75
mo_084,29,PHY,79
mo_084,30,PHY,83
mo_084,31,PHY,87
mo_084,32,PHY,91
mo_084,33,PHY,95
mo_084,34,PHY,98
mo_084,35,PHY,105
mo_084,36,PHY,113
mo_084,37,PHY,121
mo_084,38,PHY,NA
mo_084,39,PHY,NA
mo_084,40,PHY,NA
mo_084,41,PHY,NA
mo_084,42,PHY,NA
mo_084,0,ADP,40
mo_084,1,ADP,40
mo_084,2,ADP,40
mo_084,3,ADP,40
mo_084,4,ADP,40
mo_084,5,ADP,40
mo_084,6,ADP,40
mo_084,7,ADP,40
mo_084,8,ADP,40
mo_084,9,ADP,40
mo_084,10,ADP,40
mo_084,11,ADP,40
mo_084,12,ADP,40
mo_084,13,ADP,40
mo_084,14,ADP,40
mo_084,15,ADP,40
mo_084,16,ADP,40
mo_084,17,ADP,40
mo_084,18,ADP,43
mo_084,19,ADP,46
mo_084,20,ADP,49
mo_084,21,ADP,52
mo_084,22,ADP,55
mo_084,23,ADP,58
mo_084,24,ADP,61
mo_084,25,ADP,64
mo_084,26,ADP,67
mo_084,27,ADP,70
mo_084,28,ADP,74
mo_084,29,ADP,78
mo_084,30,ADP,84
mo_084,31,ADP,89
mo_084,32,ADP,91
mo_084,33,ADP,94
mo_084,34,ADP,97
mo_084,35,ADP,100
mo_084,36,ADP,106
mo_084,37,ADP,111
mo_084,38,ADP,116
mo_084,39,ADP,121
mo_084,40,ADP,126
mo_084,41,ADP,131
mo_084,42,ADP,NA
mo_084,0,SOC,40
mo_084,1,SOC,40
mo_084,2,SOC,40
mo_084,3,SOC,40
mo_084,4,SOC,40
mo_084,5,SOC,40
mo_084,6,SOC,40
mo_084,7,SOC,40
mo_084,8,SOC,41
mo_084,9,SOC,44
mo_084,10,SOC,46
mo_084,11,SOC,49
mo_084,12,SOC,51
mo_084,13,SOC,54
mo_084,14,SOC,56
mo_084,15,SOC,59
mo_084,16,SOC,61
mo_084,17,SOC,64
mo_084,18,SOC,66
mo_084,19,SOC,68
mo_084,20,SOC,70
mo_084,21,SOC,72
mo_084,22,SOC,74
mo_084,23,SOC,77
mo_084,24,SOC,80
mo_084,25,SOC,83
mo_084,26,SOC,87
mo_084,27,SOC,91
mo_084,28,SOC,94
mo_084,29,SOC,96
mo_084,30,SOC,99
mo_084,31,SOC,103
mo_084,32,SOC,108
mo_084,33,SOC,114
mo_084,34,SOC,119
mo_084,35,SOC,124
mo_084,36,SOC,130
mo_084,37,SOC,NA
mo_084,38,SOC,NA
mo_084,39,SOC,NA
mo_084,40,SOC,NA
mo_084,41,SOC,NA
mo_084,42,SOC,NA
mo_084,0,COG,40
mo_084,1,COG,40
mo_084,2,COG,40
mo_084,3,COG,40
mo_084,4,COG,40
mo_084,5,COG,40
mo_084,6,COG,40
mo_084,7,COG,40
mo_084,8,COG,40
mo_084,9,COG,40
mo_084,10,COG,40
mo_084,11,COG,40
mo_084,12,COG,40
mo_084,13,COG,40
mo_084,14,COG,40
mo_084,15,COG,40
mo_084,16,COG,40
mo_084,17,COG,41
mo_084,18,COG,44
mo_084,19,COG,47
mo_084,20,COG,50
mo_084,21,COG,53
mo_084,22,COG,56
mo_084,23,COG,59
mo_084,24,COG,62
mo_084,25,COG,65
mo_084,26,COG,68
mo_084,27,COG,71
mo_084,28,COG,75
mo_084,29,COG,80
mo_084,30,COG,83
mo_084,31,COG,86
mo_084,32,COG,89
mo_084,33,COG,92
mo_084,34,COG,95
mo_084,35,COG,99
mo_084,36,COG,103
mo_084,37,COG,109
mo_084,38,COG,116
mo_084,39,COG,122
mo_084,40,COG,128
mo_084,41,COG,135
mo_084,42,COG,141
mo_084,0,COM,40
mo_084,1,COM,40
mo_084,2,COM,40
mo_084,3,COM,40
mo_084,4,COM,40
mo_084,5,COM,40
mo_084,6,COM,40
mo_084,7,COM,40
mo_084,8,COM,40
mo_084,9,COM,40
mo_084,10,COM,40
mo_084,11,COM,40
mo_084,12,COM,40
mo_084,13,COM,40
mo_084,14,COM,40
mo_084,15,COM,43
mo_084,16,COM,47
mo_084,17,COM,51
mo_084,18,COM,55
mo_084,19,COM,59
mo_084,20,COM,62
mo_084,21,COM,66
mo_084,22,COM,70
mo_084,23,COM,74
mo_084,24,COM,78
mo_084,25,COM,81
mo_084,26,COM,85
mo_084,27,COM,89
mo_084,28,COM,93
mo_084,29,COM,97
mo_084,30,COM,101
mo_084,31,COM,109
mo_084,32,COM,117
mo_084,33,COM,125
mo_084,34,COM,133
mo_084,35,COM,NA
mo_084,36,COM,NA
mo_084,37,COM,NA
mo_084,38,COM,NA
mo_084,39,COM,NA
mo_084,40,COM,NA
mo_084,41,COM,NA
mo_084,42,COM,NA
mo_096,0,PHY,40
mo_096,1,PHY,40
mo_096,2,PHY,40
mo_096,3,PHY,40
mo_096,4,PHY,40
mo_096,5,PHY,40
mo_096,6,PHY,40
mo_096,7,PHY,40
mo_096,8,PHY,40
mo_096,9,PHY,40
mo_096,10,PHY,40
mo_096,11,PHY,40
mo_096,12,PHY,40
mo_096,13,PHY,40
mo_096,14,PHY,40
mo_096,15,PHY,40
mo_096,16,PHY,40
mo_096,17,PHY,40
mo_096,18,PHY,40
mo_096,19,PHY,40
mo_096,20,PHY,40
mo_096,21,PHY,42
mo_096,22,PHY,46
mo_096,23,PHY,50
mo_096,24,PHY,54
mo_096,25,PHY,58
mo_096,26,PHY,62
mo_096,27,PHY,66
mo_096,28,PHY,69
mo_096,29,PHY,73
mo_096,30,PHY,77
mo_096,31,PHY,81
mo_096,32,PHY,84
mo_096,33,PHY,90
mo_096,34,PHY,96
mo_096,35,PHY,99
mo_096,36,PHY,107
mo_096,37,PHY,116
mo_096,38,PHY,NA
mo_096,39,PHY,NA
mo_096,40,PHY,NA
mo_096,41,PHY,NA
mo_096,42,PHY,NA
mo_096,0,ADP,40
mo_096,1,ADP,40
mo_096,2,ADP,40
mo_096,3,ADP,40
mo_096,4,ADP,40
mo_096,5,ADP,40
mo_096,6,ADP,40
mo_096,7,ADP,40
mo_096,8,ADP,40
mo_096,9,ADP,40
mo_096,10,ADP,40
mo_096,11,ADP,40
mo_096,12,ADP,40
mo_096,13,ADP,40
mo_096,14,ADP,40
mo_096,15,ADP,40
mo_096,16,ADP,40
mo_096,17,ADP,40
mo_096,18,ADP,40
mo_096,19,ADP,40
mo_096,20,ADP,42
mo_096,21,ADP,45
mo_096,22,ADP,48
mo_096,23,ADP,51
mo_096,24,ADP,54
mo_096,25,ADP,57
mo_096,26,ADP,60
mo_096,27,ADP,63
mo_096,28,ADP,67
mo_096,29,ADP,72
mo_096,30,ADP,80
mo_096,31,ADP,85
mo_096,32,ADP,88
mo_096,33,ADP,91
mo_096,34,ADP,93
mo_096,35,ADP,96
mo_096,36,ADP,99
mo_096,37,ADP,104
mo_096,38,ADP,109
mo_096,39,ADP,114
mo_096,40,ADP,119
mo_096,41,ADP,124
mo_096,42,ADP,NA
mo_096,0,SOC,40
mo_096,1,SOC,40
mo_096,2,SOC,40
mo_096,3,SOC,40
mo_096,4,SOC,40
mo_096,5,SOC,40
mo_096,6,SOC,40
mo_096,7,SOC,40
mo_096,8,SOC,40
mo_096,9,SOC,43
mo_096,10,SOC,45
mo_096,11,SOC,48
mo_096,12,SOC,50
mo_096,13,SOC,52
mo_096,14,SOC,55
mo_096,15,SOC,57
mo_096,16,SOC,59
mo_096,17,SOC,61
mo_096,18,SOC,63
mo_096,19,SOC,65
mo_096,20,SOC,67
mo_096,21,SOC,69
mo_096,22,SOC,72
mo_096,23,SOC,74
mo_096,24,SOC,76
mo_096,25,SOC,78
mo_096,26,SOC,81
mo_096,27,SOC,85
mo_096,28,SOC,91
mo_096,29,SOC,94
mo_096,30,SOC,96
mo_096,31,SOC,99
mo_096,32,SOC,102
mo_096,33,SOC,107
mo_096,34,SOC,113
mo_096,35,SOC,118
mo_096,36,SOC,124
mo_096,37,SOC,NA
mo_096,38,SOC,NA
mo_096,39,SOC,NA
mo_096,40,SOC,NA
mo_096,41,SOC,NA
mo_096,42,SOC,NA
mo_096,0,COG,40
mo_096,1,COG,40
mo_096,2,COG,40
mo_096,3,COG,40
mo_096,4,COG,40
mo_096,5,COG,40
mo_096,6,COG,40
mo_096,7,COG,40
mo_096,8,COG,40
mo_096,9,COG,40
mo_096,10,COG,40
mo_096,11,COG,40
mo_096,12,COG,40
mo_096,13,COG,40
mo_096,14,COG,40
mo_096,15,COG,40
mo_096,16,COG,40
mo_096,17,COG,40
mo_096,18,COG,40
mo_096,19,COG,43
mo_096,20,COG,46
mo_096,21,COG,49
mo_096,22,COG,52
mo_096,23,COG,55
mo_096,24,COG,58
mo_096,25,COG,61
mo_096,26,COG,64
mo_096,27,COG,67
mo_096,28,COG,70
mo_096,29,COG,74
mo_096,30,COG,77
mo_096,31,COG,81
mo_096,32,COG,85
mo_096,33,COG,88
mo_096,34,COG,91
mo_096,35,COG,94
mo_096,36,COG,97
mo_096,37,COG,100
mo_096,38,COG,106
mo_096,39,COG,112
mo_096,40,COG,118
mo_096,41,COG,125
mo_096,42,COG,131
mo_096,0,COM,40
mo_096,1,COM,40
mo_096,2,COM,40
mo_096,3,COM,40
mo_096,4,COM,40
mo_096,5,COM,40
mo_096,6,COM,40
mo_096,7,COM,40
mo_096,8,COM,40
mo_096,9,COM,40
mo_096,10,COM,40
mo_096,11,COM,40
mo_096,12,COM,40
mo_096,13,COM,40
mo_096,14,COM,40
mo_096,15,COM,41
mo_096,16,COM,45
mo_096,17,COM,49
mo_096,18,COM,53
mo_096,19,COM,56
mo_096,20,COM,60
mo_096,21,COM,63
mo_096,22,COM,66
mo_096,23,COM,69
mo_096,24,COM,73
mo_096,25,COM,78
mo_096,26,COM,81
mo_096,27,COM,86
mo_096,28,COM,90
mo_096,29,COM,94
mo_096,30,COM,98
mo_096,31,COM,103
mo_096,32,COM,111
mo_096,33,COM,120
mo_096,34,COM,128
mo_096,35,COM,NA
mo_096,36,COM,NA
mo_096,37,COM,NA
mo_096,38,COM,NA
mo_096,39,COM,NA
mo_096,40,COM,NA
mo_096,41,COM,NA
mo_096,42,COM,NA
mo_108,0,PHY,40
mo_108,1,PHY,40
mo_108,2,PHY,40
mo_108,3,PHY,40
mo_108,4,PHY,40
mo_108,5,PHY,40
mo_108,6,PHY,40
mo_108,7,PHY,40
mo_108,8,PHY,40
mo_108,9,PHY,40
mo_108,10,PHY,40
mo_108,11,PHY,40
mo_108,12,PHY,40
mo_108,13,PHY,40
mo_108,14,PHY,40
mo_108,15,PHY,40
mo_108,16,PHY,40
mo_108,17,PHY,40
mo_108,18,PHY,40
mo_108,19,PHY,40
mo_108,20,PHY,40
mo_108,21,PHY,40
mo_108,22,PHY,42
mo_108,23,PHY,46
mo_108,24,PHY,50
mo_108,25,PHY,54
mo_108,26,PHY,58
mo_108,27,PHY,62
mo_108,28,PHY,65
mo_108,29,PHY,69
mo_108,30,PHY,73
mo_108,31,PHY,77
mo_108,32,PHY,79
mo_108,33,PHY,84
mo_108,34,PHY,91
mo_108,35,PHY,97
mo_108,36,PHY,102
mo_108,37,PHY,111
mo_108,38,PHY,NA
mo_108,39,PHY,NA
mo_108,40,PHY,NA
mo_108,41,PHY,NA
mo_108,42,PHY,NA
mo_108,0,ADP,40
mo_108,1,ADP,40
mo_108,2,ADP,40
mo_108,3,ADP,40
mo_108,4,ADP,40
mo_108,5,ADP,40
mo_108,6,ADP,40
mo_108,7,ADP,40
mo_108,8,ADP,40
mo_108,9,ADP,40
mo_108,10,ADP,40
mo_108,11,ADP,40
mo_108,12,ADP,40
mo_108,13,ADP,40
mo_108,14,ADP,40
mo_108,15,ADP,40
mo_108,16,ADP,40
mo_108,17,ADP,40
mo_108,18,ADP,40
mo_108,19,ADP,40
mo_108,20,ADP,40
mo_108,21,ADP,43
mo_108,22,ADP,46
mo_108,23,ADP,49
mo_108,24,ADP,52
mo_108,25,ADP,55
mo_108,26,ADP,58
mo_108,27,ADP,61
mo_108,28,ADP,64
mo_108,29,ADP,68
mo_108,30,ADP,75
mo_108,31,ADP,82
mo_108,32,ADP,85
mo_108,33,ADP,87
mo_108,34,ADP,90
mo_108,35,ADP,93
mo_108,36,ADP,96
mo_108,37,ADP,98
mo_108,38,ADP,102
mo_108,39,ADP,107
mo_108,40,ADP,112
mo_108,41,ADP,118
mo_108,42,ADP,NA
mo_108,0,SOC,40
mo_108,1,SOC,40
mo_108,2,SOC,40
mo_108,3,SOC,40
mo_108,4,SOC,40
mo_108,5,SOC,40
mo_108,6,SOC,40
mo_108,7,SOC,40
mo_108,8,SOC,40
mo_108,9,SOC,42
mo_108,10,SOC,44
mo_108,11,SOC,46
mo_108,12,SOC,48
mo_108,13,SOC,50
mo_108,14,SOC,52
mo_108,15,SOC,54
mo_108,16,SOC,56
mo_108,17,SOC,58
mo_108,18,SOC,60
mo_108,19,SOC,62
mo_108,20,SOC,64
mo_108,21,SOC,66
mo_108,22,SOC,68
mo_108,23,SOC,70
mo_108,24,SOC,72
mo_108,25,SOC,75
mo_108,26,SOC,78
mo_108,27,SOC,83
mo_108,28,SOC,87
mo_108,29,SOC,91
mo_108,30,SOC,94
mo_108,31,SOC,96
mo_108,32,SOC,98
mo_108,33,SOC,102
mo_108,34,SOC,107
mo_108,35,SOC,112
mo_108,36,SOC,118
mo_108,37,SOC,NA
mo_108,38,SOC,NA
mo_108,39,SOC,NA
mo_108,40,SOC,NA
mo_108,41,SOC,NA
mo_108,42,SOC,NA
mo_108,0,COG,40
mo_108,1,COG,40
mo_108,2,COG,40
mo_108,3,COG,40
mo_108,4,COG,40
mo_108,5,COG,40
mo_108,6,COG,40
mo_108,7,COG,40
mo_108,8,COG,40
mo_108,9,COG,40
mo_108,10,COG,40
mo_108,11,COG,40
mo_108,12,COG,40
mo_108,13,COG,40
mo_108,14,COG,40
mo_108,15,COG,40
mo_108,16,COG,40
mo_108,17,COG,40
mo_108,18,COG,40
mo_108,19,COG,40
mo_108,20,COG,42
mo_108,21,COG,45
mo_108,22,COG,48
mo_108,23,COG,51
mo_108,24,COG,54
mo_108,25,COG,57
mo_108,26,COG,60
mo_108,27,COG,63
mo_108,28,COG,66
mo_108,29,COG,69
mo_108,30,COG,72
mo_108,31,COG,78
mo_108,32,COG,81
mo_108,33,COG,84
mo_108,34,COG,87
mo_108,35,COG,89
mo_108,36,COG,92
mo_108,37,COG,95
mo_108,38,COG,98
mo_108,39,COG,102
mo_108,40,COG,109
mo_108,41,COG,115
mo_108,42,COG,121
mo_108,0,COM,40
mo_108,1,COM,40
mo_108,2,COM,40
mo_108,3,COM,40
mo_108,4,COM,40
mo_108,5,COM,40
mo_108,6,COM,40
mo_108,7,COM,40
mo_108,8,COM,40
mo_108,9,COM,40
mo_108,10,COM,40
mo_108,11,COM,40
mo_108,12,COM,40
mo_108,13,COM,40
mo_108,14,COM,40
mo_108,15,COM,40
mo_108,16,COM,43
mo_108,17,COM,47
mo_108,18,COM,51
mo_108,19,COM,54
mo_108,20,COM,57
mo_108,21,COM,60
mo_108,22,COM,63
mo_108,23,COM,66
mo_108,24,COM,70
mo_108,25,COM,74
mo_108,26,COM,77
mo_108,27,COM,81
mo_108,28,COM,84
mo_108,29,COM,8992
mo_108,30,COM,95
mo_108,31,COM,99
mo_108,32,COM,106
mo_108,33,COM,114
mo_108,34,COM,123
mo_108,35,COM,NA
mo_108,36,COM,NA
mo_108,37,COM,NA
mo_108,38,COM,NA
mo_108,39,COM,NA
mo_108,40,COM,NA
mo_108,41,COM,NA
mo_108,42,COM,NA
mo_120,0,PHY,40
mo_120,1,PHY,40
mo_120,2,PHY,40
mo_120,3,PHY,40
mo_120,4,PHY,40
mo_120,5,PHY,40
mo_120,6,PHY,40
mo_120,7,PHY,40
mo_120,8,PHY,40
mo_120,9,PHY,40
mo_120,10,PHY,40
mo_120,11,PHY,40
mo_120,12,PHY,40
mo_120,13,PHY,40
mo_120,14,PHY,40
mo_120,15,PHY,40
mo_120,16,PHY,40
mo_120,17,PHY,40
mo_120,18,PHY,40
mo_120,19,PHY,40
mo_120,20,PHY,40
mo_120,21,PHY,40
mo_120,22,PHY,40
mo_120,23,PHY,42
mo_120,24,PHY,46
mo_120,25,PHY,50
mo_120,26,PHY,53
mo_120,27,PHY,57
mo_120,28,PHY,61
mo_120,29,PHY,65
mo_120,30,PHY,69
mo_120,31,PHY,72
mo_120,32,PHY,76
mo_120,33,PHY,80
mo_120,34,PHY,84
mo_120,35,PHY,92
mo_120,36,PHY,99
mo_120,37,PHY,107
mo_120,38,PHY,NA
mo_120,39,PHY,NA
mo_120,40,PHY,NA
mo_120,41,PHY,NA
mo_120,42,PHY,NA
mo_120,0,ADP,40
mo_120,1,ADP,40
mo_120,2,ADP,40
mo_120,3,ADP,40
mo_120,4,ADP,40
mo_120,5,ADP,40
mo_120,6,ADP,40
mo_120,7,ADP,40
mo_120,8,ADP,40
mo_120,9,ADP,40
mo_120,10,ADP,40
mo_120,11,ADP,40
mo_120,12,ADP,40
mo_120,13,ADP,40
mo_120,14,ADP,40
mo_120,15,ADP,40
mo_120,16,ADP,40
mo_120,17,ADP,40
mo_120,18,ADP,40
mo_120,19,ADP,40
mo_120,20,ADP,40
mo_120,21,ADP,40
mo_120,22,ADP,42
mo_120,23,ADP,45
mo_120,24,ADP,48
mo_120,25,ADP,51
mo_120,26,ADP,54
mo_120,27,ADP,57
mo_120,28,ADP,61
mo_120,29,ADP,65
mo_120,30,ADP,70
mo_120,31,ADP,77
mo_120,32,ADP,82
mo_120,33,ADP,85
mo_120,34,ADP,87
mo_120,35,ADP,90
mo_120,36,ADP,93
mo_120,37,ADP,95
mo_120,38,ADP,98
mo_120,39,ADP,101
mo_120,40,ADP,107
mo_120,41,ADP,112
mo_120,42,ADP,NA
mo_120,0,SOC,40
mo_120,1,SOC,40
mo_120,2,SOC,40
mo_120,3,SOC,40
mo_120,4,SOC,40
mo_120,5,SOC,40
mo_120,6,SOC,40
mo_120,7,SOC,40
mo_120,8,SOC,40
mo_120,9,SOC,40
mo_120,10,SOC,42
mo_120,11,SOC,44
mo_120,12,SOC,46
mo_120,13,SOC,48
mo_120,14,SOC,50
mo_120,15,SOC,52
mo_120,16,SOC,54
mo_120,17,SOC,56
mo_120,18,SOC,58
mo_120,19,SOC,60
mo_120,20,SOC,62
mo_120,21,SOC,64
mo_120,22,SOC,66
mo_120,23,SOC,68
mo_120,24,SOC,70
mo_120,25,SOC,72
mo_120,26,SOC,75
mo_120,27,SOC,77
mo_120,28,SOC,81
mo_120,29,SOC,84
mo_120,30,SOC,90
mo_120,31,SOC,94
mo_120,32,SOC,96
mo_120,33,SOC,98
mo_120,34,SOC,102
mo_120,35,SOC,107
mo_120,36,SOC,112
mo_120,37,SOC,NA
mo_120,38,SOC,NA
mo_120,39,SOC,NA
mo_120,40,SOC,NA
mo_120,41,SOC,NA
mo_120,42,SOC,NA
mo_120,0,COG,40
mo_120,1,COG,40
mo_120,2,COG,40
mo_120,3,COG,40
mo_120,4,COG,40
mo_120,5,COG,40
mo_120,6,COG,40
mo_120,7,COG,40
mo_120,8,COG,40
mo_120,9,COG,40
mo_120,10,COG,40
mo_120,11,COG,40
mo_120,12,COG,40
mo_120,13,COG,40
mo_120,14,COG,40
mo_120,15,COG,40
mo_120,16,COG,40
mo_120,17,COG,40
mo_120,18,COG,40
mo_120,19,COG,40
mo_120,20,COG,40
mo_120,21,COG,43
mo_120,22,COG,46
mo_120,23,COG,48
mo_120,24,COG,51
mo_120,25,COG,54
mo_120,26,COG,57
mo_120,27,COG,60
mo_120,28,COG,63
mo_120,29,COG,66
mo_120,30,COG,69
mo_120,31,COG,74
mo_120,32,COG,77
mo_120,33,COG,80
mo_120,34,COG,83
mo_120,35,COG,86
mo_120,36,COG,88
mo_120,37,COG,91
mo_120,38,COG,94
mo_120,39,COG,97
mo_120,40,COG,100
mo_120,41,COG,106
mo_120,42,COG,112
mo_120,0,COM,40
mo_120,1,COM,40
mo_120,2,COM,40
mo_120,3,COM,40
mo_120,4,COM,40
mo_120,5,COM,40
mo_120,6,COM,40
mo_120,7,COM,40
mo_120,8,COM,40
mo_120,9,COM,40
mo_120,10,COM,40
mo_120,11,COM,40
mo_120,12,COM,40
mo_120,13,COM,40
mo_120,14,COM,40
mo_120,15,COM,40
mo_120,16,COM,42
mo_120,17,COM,46
mo_120,18,COM,49
mo_120,19,COM,53
mo_120,20,COM,55
mo_120,21,COM,58
mo_120,22,COM,61
mo_120,23,COM,64
mo_120,24,COM,68
mo_120,25,COM,72
mo_120,26,COM,75
mo_120,27,COM,78
mo_120,28,COM,82
mo_120,29,COM,86
mo_120,30,COM,93
mo_120,31,COM,97
mo_120,32,COM,101
mo_120,33,COM,110
mo_120,34,COM,118
mo_120,35,COM,NA
mo_120,36,COM,NA
mo_120,37,COM,NA
mo_120,38,COM,NA
mo_120,39,COM,NA
mo_120,40,COM,NA
mo_120,41,COM,NA
mo_120,42,COM,NA
mo_132,0,PHY,40
mo_132,1,PHY,40
