scale,form,agestrat,rawscore,SS,descrange,Percentile
COG,interview,060,41,160,Well above average,>99.9
COG,interview,060,42,160,Well above average,>99.9
COG,interview,066,0,40,Delayed,<0.1
COG,interview,066,1,40,Delayed,<0.1
COG,interview,066,2,40,Delayed,<0.1
COG,interview,066,3,40,Delayed,<0.1
COG,interview,066,4,40,Delayed,<0.1
COG,interview,066,5,40,Delayed,<0.1
COG,interview,066,6,40,Delayed,<0.1
COG,interview,066,7,40,Delayed,<0.1
COG,interview,066,8,40,Delayed,<0.1
COG,interview,066,9,40,Delayed,<0.1
COG,interview,066,10,40,Delayed,<0.1
COG,interview,066,11,40,Delayed,<0.1
COG,interview,066,12,40,Delayed,<0.1
COG,interview,066,13,40,Delayed,<0.1
COG,interview,066,14,43,Delayed,<0.1
COG,interview,066,15,47,Delayed,<0.1
COG,interview,066,16,50,Delayed,<0.1
COG,interview,066,17,53,Delayed,0.1
COG,interview,066,18,57,Delayed,0.2
COG,interview,066,19,60,Delayed,0.4
COG,interview,066,20,63,Delayed,1
COG,interview,066,21,66,Delayed,1
COG,interview,066,22,70,Below average,2
COG,interview,066,23,73,Below average,4
COG,interview,066,24,78,Below average,7
COG,interview,066,25,83,Below average,13
COG,interview,066,26,86,Average,18
COG,interview,066,27,89,Average,23
COG,interview,066,28,93,Average,32
COG,interview,066,29,96,Average,39
COG,interview,066,30,99,Average,47
COG,interview,066,31,105,Average,63
COG,interview,066,32,111,Average,77
COG,interview,066,33,117,Above average,87
COG,interview,066,34,123,Above average,94
COG,interview,066,35,129,Above average,97
COG,interview,066,36,135,Well above average,99
COG,interview,066,37,142,Well above average,99.7
COG,interview,066,38,148,Well above average,99.9
COG,interview,066,39,154,Well above average,>99.9
COG,interview,066,40,160,Well above average,>99.9
COG,interview,066,41,160,Well above average,>99.9
COG,interview,066,42,160,Well above average,>99.9
COG,interview,072,0,40,Delayed,<0.1
COG,interview,072,1,40,Delayed,<0.1
COG,interview,072,2,40,Delayed,<0.1
COG,interview,072,3,40,Delayed,<0.1
COG,interview,072,4,40,Delayed,<0.1
COG,interview,072,5,40,Delayed,<0.1
COG,interview,072,6,40,Delayed,<0.1
COG,interview,072,7,40,Delayed,<0.1
COG,interview,072,8,40,Delayed,<0.1
COG,interview,072,9,40,Delayed,<0.1
COG,interview,072,10,40,Delayed,<0.1
COG,interview,072,11,40,Delayed,<0.1
COG,interview,072,12,40,Delayed,<0.1
COG,interview,072,13,40,Delayed,<0.1
COG,interview,072,14,40,Delayed,<0.1
COG,interview,072,15,43,Delayed,<0.1
COG,interview,072,16,46,Delayed,<0.1
COG,interview,072,17,49,Delayed,<0.1
COG,interview,072,18,52,Delayed,0.1
COG,interview,072,19,55,Delayed,0.1
COG,interview,072,20,58,Delayed,0.3
COG,interview,072,21,62,Delayed,1
COG,interview,072,22,65,Delayed,1
COG,interview,072,23,68,Delayed,2
COG,interview,072,24,71,Below average,3
COG,interview,072,25,75,Below average,5
COG,interview,072,26,78,Below average,7
COG,interview,072,27,84,Below average,14
COG,interview,072,28,87,Average,19
COG,interview,072,29,90,Average,25
COG,interview,072,30,94,Average,34
COG,interview,072,31,97,Average,42
COG,interview,072,32,100,Average,50
COG,interview,072,33,106,Average,66
COG,interview,072,34,112,Average,79
COG,interview,072,35,118,Above average,88
COG,interview,072,36,125,Above average,95
COG,interview,072,37,131,Well above average,98
COG,interview,072,38,137,Well above average,99
COG,interview,072,39,143,Well above average,99.8
COG,interview,072,40,149,Well above average,99.9
COG,interview,072,41,155,Well above average,>99.9
COG,interview,072,42,160,Well above average,>99.9
COG,interview,078,0,40,Delayed,<0.1
COG,interview,078,1,40,Delayed,<0.1
COG,interview,078,2,40,Delayed,<0.1
COG,interview,078,3,40,Delayed,<0.1
COG,interview,078,4,40,Delayed,<0.1
COG,interview,078,5,40,Delayed,<0.1
COG,interview,078,6,40,Delayed,<0.1
COG,interview,078,7,40,Delayed,<0.1
COG,interview,078,8,40,Delayed,<0.1
COG,interview,078,9,40,Delayed,<0.1
COG,interview,078,10,40,Delayed,<0.1
COG,interview,078,11,40,Delayed,<0.1
COG,interview,078,12,40,Delayed,<0.1
COG,interview,078,13,40,Delayed,<0.1
COG,interview,078,14,40,Delayed,<0.1
COG,interview,078,15,40,Delayed,<0.1
COG,interview,078,16,41,Delayed,<0.1
COG,interview,078,17,45,Delayed,<0.1
COG,interview,078,18,48,Delayed,<0.1
COG,interview,078,19,51,Delayed,0.1
COG,interview,078,20,54,Delayed,0.1
COG,interview,078,21,57,Delayed,0.2
COG,interview,078,22,60,Delayed,0.4
COG,interview,078,23,63,Delayed,1
COG,interview,078,24,66,Delayed,1
COG,interview,078,25,69,Delayed,2
COG,interview,078,26,73,Below average,4
COG,interview,078,27,78,Below average,7
COG,interview,078,28,82,Below average,12
COG,interview,078,29,85,Average,16
COG,interview,078,30,88,Average,21
COG,interview,078,31,91,Average,27
COG,interview,078,32,94,Average,34
COG,interview,078,33,98,Average,45
COG,interview,078,34,101,Average,53
COG,interview,078,35,108,Average,70
COG,interview,078,36,114,Average,82
COG,interview,078,37,120,Above average,91
COG,interview,078,38,126,Above average,96
COG,interview,078,39,132,Well above average,98
COG,interview,078,40,139,Well above average,99.5
COG,interview,078,41,145,Well above average,99.9
COG,interview,078,42,151,Well above average,>99.9
COG,interview,084,0,40,Delayed,<0.1
COG,interview,084,1,40,Delayed,<0.1
COG,interview,084,2,40,Delayed,<0.1
COG,interview,084,3,40,Delayed,<0.1
COG,interview,084,4,40,Delayed,<0.1
COG,interview,084,5,40,Delayed,<0.1
COG,interview,084,6,40,Delayed,<0.1
COG,interview,084,7,40,Delayed,<0.1
COG,interview,084,8,40,Delayed,<0.1
COG,interview,084,9,40,Delayed,<0.1
COG,interview,084,10,40,Delayed,<0.1
COG,interview,084,11,40,Delayed,<0.1
COG,interview,084,12,40,Delayed,<0.1
COG,interview,084,13,40,Delayed,<0.1
COG,interview,084,14,40,Delayed,<0.1
COG,interview,084,15,40,Delayed,<0.1
COG,interview,084,16,40,Delayed,<0.1
COG,interview,084,17,41,Delayed,<0.1
COG,interview,084,18,44,Delayed,<0.1
COG,interview,084,19,47,Delayed,<0.1
COG,interview,084,20,50,Delayed,<0.1
COG,interview,084,21,53,Delayed,0.1
COG,interview,084,22,56,Delayed,0.2
COG,interview,084,23,59,Delayed,0.3
COG,interview,084,24,62,Delayed,1
COG,interview,084,25,65,Delayed,1
COG,interview,084,26,68,Delayed,2
COG,interview,084,27,71,Below average,3
COG,interview,084,28,75,Below average,5
COG,interview,084,29,80,Below average,9
COG,interview,084,30,83,Below average,13
COG,interview,084,31,86,Average,18
COG,interview,084,32,89,Average,23
COG,interview,084,33,92,Average,30
COG,interview,084,34,95,Average,37
COG,interview,084,35,99,Average,47
COG,interview,084,36,103,Average,58
COG,interview,084,37,109,Average,73
COG,interview,084,38,116,Above average,86
COG,interview,084,39,122,Above average,93
COG,interview,084,40,128,Above average,97
COG,interview,084,41,135,Well above average,99
COG,interview,084,42,141,Well above average,99.7
COG,interview,096,0,40,Delayed,<0.1
COG,interview,096,1,40,Delayed,<0.1
COG,interview,096,2,40,Delayed,<0.1
COG,interview,096,3,40,Delayed,<0.1
COG,interview,096,4,40,Delayed,<0.1
COG,interview,096,5,40,Delayed,<0.1
COG,interview,096,6,40,Delayed,<0.1
COG,interview,096,7,40,Delayed,<0.1
COG,interview,096,8,40,Delayed,<0.1
COG,interview,096,9,40,Delayed,<0.1
COG,interview,096,10,40,Delayed,<0.1
COG,interview,096,11,40,Delayed,<0.1
COG,interview,096,12,40,Delayed,<0.1
COG,interview,096,13,40,Delayed,<0.1
COG,interview,096,14,40,Delayed,<0.1
COG,interview,096,15,40,Delayed,<0.1
COG,interview,096,16,40,Delayed,<0.1
COG,interview,096,17,40,Delayed,<0.1
COG,interview,096,18,40,Delayed,<0.1
COG,interview,096,19,43,Delayed,<0.1
COG,interview,096,20,46,Delayed,<0.1
COG,interview,096,21,49,Delayed,<0.1
COG,interview,096,22,52,Delayed,0.1
COG,interview,096,23,55,Delayed,0.1
COG,interview,096,24,58,Delayed,0.3
COG,interview,096,25,61,Delayed,0.5
COG,interview,096,26,64,Delayed,1
COG,interview,096,27,67,Delayed,1
COG,interview,096,28,70,Below average,2
COG,interview,096,29,74,Below average,4
COG,interview,096,30,77,Below average,6
COG,interview,096,31,81,Below average,10
COG,interview,096,32,85,Average,16
COG,interview,096,33,88,Average,21
COG,interview,096,34,91,Average,27
COG,interview,096,35,94,Average,34
COG,interview,096,36,97,Average,42
COG,interview,096,37,100,Average,50
COG,interview,096,38,106,Average,66
COG,interview,096,39,112,Average,79
COG,interview,096,40,118,Above average,88
COG,interview,096,41,125,Above average,95
COG,interview,096,42,131,Well above average,98
COG,interview,108,0,40,Delayed,<0.1
COG,interview,108,1,40,Delayed,<0.1
COG,interview,108,2,40,Delayed,<0.1
COG,interview,108,3,40,Delayed,<0.1
COG,interview,108,4,40,Delayed,<0.1
COG,interview,108,5,40,Delayed,<0.1
COG,interview,108,6,40,Delayed,<0.1
COG,interview,108,7,40,Delayed,<0.1
COG,interview,108,8,40,Delayed,<0.1
COG,interview,108,9,40,Delayed,<0.1
COG,interview,108,10,40,Delayed,<0.1
COG,interview,108,11,40,Delayed,<0.1
COG,interview,108,12,40,Delayed,<0.1
COG,interview,108,13,40,Delayed,<0.1
COG,interview,108,14,40,Delayed,<0.1
COG,interview,108,15,40,Delayed,<0.1
COG,interview,108,16,40,Delayed,<0.1
COG,interview,108,17,40,Delayed,<0.1
COG,interview,108,18,40,Delayed,<0.1
COG,interview,108,19,40,Delayed,<0.1
COG,interview,108,20,42,Delayed,<0.1
COG,interview,108,21,45,Delayed,<0.1
COG,interview,108,22,48,Delayed,<0.1
COG,interview,108,23,51,Delayed,0.1
COG,interview,108,24,54,Delayed,0.1
COG,interview,108,25,57,Delayed,0.2
COG,interview,108,26,60,Delayed,0.4
COG,interview,108,27,63,Delayed,1
COG,interview,108,28,66,Delayed,1
COG,interview,108,29,69,Delayed,2
COG,interview,108,30,72,Below average,3
COG,interview,108,31,78,Below average,7
COG,interview,108,32,81,Below average,10
COG,interview,108,33,84,Below average,14
COG,interview,108,34,87,Average,19
COG,interview,108,35,89,Average,23
COG,interview,108,36,92,Average,30
COG,interview,108,37,95,Average,37
COG,interview,108,38,98,Average,45
COG,interview,108,39,102,Average,55
COG,interview,108,40,109,Average,73
COG,interview,108,41,115,Average,84
COG,interview,108,42,121,Above average,92
COG,interview,120,0,40,Delayed,<0.1
COG,interview,120,1,40,Delayed,<0.1
COG,interview,120,2,40,Delayed,<0.1
COG,interview,120,3,40,Delayed,<0.1
COG,interview,120,4,40,Delayed,<0.1
COG,interview,120,5,40,Delayed,<0.1
COG,interview,120,6,40,Delayed,<0.1
COG,interview,120,7,40,Delayed,<0.1
COG,interview,120,8,40,Delayed,<0.1
COG,interview,120,9,40,Delayed,<0.1
COG,interview,120,10,40,Delayed,<0.1
COG,interview,120,11,40,Delayed,<0.1
COG,interview,120,12,40,Delayed,<0.1
COG,interview,120,13,40,Delayed,<0.1
COG,interview,120,14,40,Delayed,<0.1
COG,interview,120,15,40,Delayed,<0.1
COG,interview,120,16,40,Delayed,<0.1
COG,interview,120,17,40,Delayed,<0.1
COG,interview,120,18,40,Delayed,<0.1
COG,interview,120,19,40,Delayed,<0.1
COG,interview,120,20,40,Delayed,<0.1
COG,interview,120,21,43,Delayed,<0.1
COG,interview,120,22,46,Delayed,<0.1
COG,interview,120,23,48,Delayed,<0.1
COG,interview,120,24,51,Delayed,0.1
COG,interview,120,25,54,Delayed,0.1
COG,interview,120,26,57,Delayed,0.2
COG,interview,120,27,60,Delayed,0.4
COG,interview,120,28,63,Delayed,1
COG,interview,120,29,66,Delayed,1
COG,interview,120,30,69,Delayed,2
COG,interview,120,31,74,Below average,4
COG,interview,120,32,77,Below average,6
COG,interview,120,33,80,Below average,9
COG,interview,120,34,83,Below average,13
COG,interview,120,35,86,Average,18
COG,interview,120,36,88,Average,21
COG,interview,120,37,91,Average,27
COG,interview,120,38,94,Average,34
COG,interview,120,39,97,Average,42
COG,interview,120,40,100,Average,50
COG,interview,120,41,106,Average,66
COG,interview,120,42,112,Average,79
COG,interview,132,0,40,Delayed,<0.1
COG,interview,132,1,40,Delayed,<0.1
COG,interview,132,2,40,Delayed,<0.1
COG,interview,132,3,40,Delayed,<0.1
COG,interview,132,4,40,Delayed,<0.1
COG,interview,132,5,40,Delayed,<0.1
COG,interview,132,6,40,Delayed,<0.1
COG,interview,132,7,40,Delayed,<0.1
COG,interview,132,8,40,Delayed,<0.1
COG,interview,132,9,40,Delayed,<0.1
COG,interview,132,10,40,Delayed,<0.1
COG,interview,132,11,40,Delayed,<0.1
COG,interview,132,12,40,Delayed,<0.1
COG,interview,132,13,40,Delayed,<0.1
COG,interview,132,14,40,Delayed,<0.1
COG,interview,132,15,40,Delayed,<0.1
COG,interview,132,16,40,Delayed,<0.1
COG,interview,132,17,40,Delayed,<0.1
COG,interview,132,18,40,Delayed,<0.1
COG,interview,132,19,40,Delayed,<0.1
COG,interview,132,20,40,Delayed,<0.1
COG,interview,132,21,40,Delayed,<0.1
COG,interview,132,22,42,Delayed,<0.1
COG,interview,132,23,45,Delayed,<0.1
COG,interview,132,24,48,Delayed,<0.1
COG,interview,132,25,51,Delayed,0.1
COG,interview,132,26,54,Delayed,0.1
COG,interview,132,27,57,Delayed,0.2
COG,interview,132,28,60,Delayed,0.4
COG,interview,132,29,63,Delayed,1
COG,interview,132,30,66,Delayed,1
COG,interview,132,31,71,Below average,3
COG,interview,132,32,74,Below average,4
COG,interview,132,33,77,Below average,6
COG,interview,132,34,80,Below average,9
COG,interview,132,35,82,Below average,12
COG,interview,132,36,85,Average,16
COG,interview,132,37,88,Average,21
COG,interview,132,38,91,Average,27
COG,interview,132,39,93,Average,32
COG,interview,132,40,96,Average,39
COG,interview,132,41,99,Average,47
COG,interview,132,42,104,Average,61
COG,interview,156,0,40,Delayed,<0.1
COG,interview,156,1,40,Delayed,<0.1
COG,interview,156,2,40,Delayed,<0.1
COG,interview,156,3,40,Delayed,<0.1
COG,interview,156,4,40,Delayed,<0.1
COG,interview,156,5,40,Delayed,<0.1
COG,interview,156,6,40,Delayed,<0.1
COG,interview,156,7,40,Delayed,<0.1
COG,interview,156,8,40,Delayed,<0.1
COG,interview,156,9,40,Delayed,<0.1
COG,interview,156,10,40,Delayed,<0.1
COG,interview,156,11,40,Delayed,<0.1
COG,interview,156,12,40,Delayed,<0.1
COG,interview,156,13,40,Delayed,<0.1
COG,interview,156,14,40,Delayed,<0.1
COG,interview,156,15,40,Delayed,<0.1
COG,interview,156,16,40,Delayed,<0.1
COG,interview,156,17,40,Delayed,<0.1
COG,interview,156,18,40,Delayed,<0.1
COG,interview,156,19,40,Delayed,<0.1
COG,interview,156,20,40,Delayed,<0.1
COG,interview,156,21,40,Delayed,<0.1
COG,interview,156,22,41,Delayed,<0.1
COG,interview,156,23,43,Delayed,<0.1
COG,interview,156,24,46,Delayed,<0.1
COG,interview,156,25,49,Delayed,<0.1
COG,interview,156,26,52,Delayed,0.1
COG,interview,156,27,55,Delayed,0.1
COG,interview,156,28,58,Delayed,0.3
COG,interview,156,29,61,Delayed,0.5
COG,interview,156,30,64,Delayed,1
COG,interview,156,31,68,Delayed,2
COG,interview,156,32,71,Below average,3
COG,interview,156,33,74,Below average,4
COG,interview,156,34,77,Below average,6
COG,interview,156,35,80,Below average,9
COG,interview,156,36,83,Below average,13
COG,interview,156,37,86,Average,18
COG,interview,156,38,89,Average,23
COG,interview,156,39,91,Average,27
COG,interview,156,40,95,Average,37
COG,interview,156,41,98,Average,45
COG,interview,156,42,102,Average,55
COG,interview,204,0,40,Delayed,<0.1
COG,interview,204,1,40,Delayed,<0.1
COG,interview,204,2,40,Delayed,<0.1
COG,interview,204,3,40,Delayed,<0.1
COG,interview,204,4,40,Delayed,<0.1
COG,interview,204,5,40,Delayed,<0.1
COG,interview,204,6,40,Delayed,<0.1
COG,interview,204,7,40,Delayed,<0.1
COG,interview,204,8,40,Delayed,<0.1
COG,interview,204,9,40,Delayed,<0.1
COG,interview,204,10,40,Delayed,<0.1
COG,interview,204,11,40,Delayed,<0.1
COG,interview,204,12,40,Delayed,<0.1
COG,interview,204,13,40,Delayed,<0.1
COG,interview,204,14,40,Delayed,<0.1
COG,interview,204,15,40,Delayed,<0.1
COG,interview,204,16,40,Delayed,<0.1
COG,interview,204,17,40,Delayed,<0.1
COG,interview,204,18,40,Delayed,<0.1
COG,interview,204,19,40,Delayed,<0.1
COG,interview,204,20,40,Delayed,<0.1
COG,interview,204,21,40,Delayed,<0.1
COG,interview,204,22,40,Delayed,<0.1
COG,interview,204,23,42,Delayed,<0.1
COG,interview,204,24,45,Delayed,<0.1
COG,interview,204,25,48,Delayed,<0.1
COG,interview,204,26,51,Delayed,0.1
COG,interview,204,27,54,Delayed,0.1
COG,interview,204,28,57,Delayed,0.2
COG,interview,204,29,59,Delayed,0.3
COG,interview,204,30,62,Delayed,1
COG,interview,204,31,66,Delayed,1
COG,interview,204,32,69,Delayed,2
COG,interview,204,33,72,Below average,3
COG,interview,204,34,75,Below average,5
COG,interview,204,35,78,Below average,7
COG,interview,204,36,80,Below average,9
COG,interview,204,37,84,Below average,14
COG,interview,204,38,87,Average,19
COG,interview,204,39,89,Average,23
COG,interview,204,40,93,Average,32
COG,interview,204,41,97,Average,42
COG,interview,204,42,100,Average,50
COG,parent,000,0,87,Average,19
COG,parent,000,1,96,Average,39
COG,parent,000,2,103,Average,58
COG,parent,000,3,107,Average,68
COG,parent,000,4,113,Average,81
COG,parent,000,5,116,Above average,86
COG,parent,000,6,121,Above average,92
COG,parent,000,7,125,Above average,95
COG,parent,000,8,129,Above average,97
COG,parent,000,9,133,Well above average,99
COG,parent,000,10,138,Well above average,99
COG,parent,000,11,144,Well above average,99.8
COG,parent,000,12,149,Well above average,99.9
COG,parent,000,13,155,Well above average,>99.9
COG,parent,000,14,160,Well above average,>99.9
COG,parent,000,15,160,Well above average,>99.9
COG,parent,000,16,160,Well above average,>99.9
COG,parent,000,17,160,Well above average,>99.9
COG,parent,000,18,160,Well above average,>99.9
COG,parent,000,19,160,Well above average,>99.9
COG,parent,000,20,160,Well above average,>99.9
COG,parent,000,21,160,Well above average,>99.9
COG,parent,000,22,160,Well above average,>99.9
COG,parent,000,23,160,Well above average,>99.9
COG,parent,000,24,160,Well above average,>99.9
COG,parent,000,25,160,Well above average,>99.9
COG,parent,000,26,160,Well above average,>99.9
COG,parent,000,27,160,Well above average,>99.9
COG,parent,000,28,160,Well above average,>99.9
COG,parent,000,29,160,Well above average,>99.9
COG,parent,000,30,160,Well above average,>99.9
COG,parent,000,31,160,Well above average,>99.9
COG,parent,000,32,160,Well above average,>99.9
COG,parent,000,33,160,Well above average,>99.9
COG,parent,000,34,160,Well above average,>99.9
COG,parent,000,35,160,Well above average,>99.9
COG,parent,000,36,160,Well above average,>99.9
COG,parent,000,37,160,Well above average,>99.9
COG,parent,000,38,160,Well above average,>99.9
COG,parent,000,39,160,Well above average,>99.9
COG,parent,000,40,160,Well above average,>99.9
COG,parent,000,41,160,Well above average,>99.9
COG,parent,000,42,160,Well above average,>99.9
COG,parent,002,0,81,Below average,10
COG,parent,002,1,88,Average,21
COG,parent,002,2,96,Average,39
COG,parent,002,3,101,Average,53
COG,parent,002,4,106,Average,66
COG,parent,002,5,109,Average,73
COG,parent,002,6,114,Average,82
COG,parent,002,7,119,Above average,90
COG,parent,002,8,124,Above average,95
COG,parent,002,9,130,Above average,98
COG,parent,002,10,135,Well above average,99
COG,parent,002,11,140,Well above average,99.6
COG,parent,002,12,146,Well above average,99.9
COG,parent,002,13,151,Well above average,>99.9
COG,parent,002,14,156,Well above average,>99.9
COG,parent,002,15,160,Well above average,>99.9
COG,parent,002,16,160,Well above average,>99.9
COG,parent,002,17,160,Well above average,>99.9
COG,parent,002,18,160,Well above average,>99.9
COG,parent,002,19,160,Well above average,>99.9
COG,parent,002,20,160,Well above average,>99.9
COG,parent,002,21,160,Well above average,>99.9
COG,parent,002,22,160,Well above average,>99.9
COG,parent,002,23,160,Well above average,>99.9
COG,parent,002,24,160,Well above average,>99.9
COG,parent,002,25,160,Well above average,>99.9
COG,parent,002,26,160,Well above average,>99.9
COG,parent,002,27,160,Well above average,>99.9
COG,parent,002,28,160,Well above average,>99.9
COG,parent,002,29,160,Well above average,>99.9
COG,parent,002,30,160,Well above average,>99.9
COG,parent,002,31,160,Well above average,>99.9
COG,parent,002,32,160,Well above average,>99.9
COG,parent,002,33,160,Well above average,>99.9
COG,parent,002,34,160,Well above average,>99.9
COG,parent,002,35,160,Well above average,>99.9
COG,parent,002,36,160,Well above average,>99.9
COG,parent,002,37,160,Well above average,>99.9
COG,parent,002,38,160,Well above average,>99.9
COG,parent,002,39,160,Well above average,>99.9
COG,parent,002,40,160,Well above average,>99.9
COG,parent,002,41,160,Well above average,>99.9
COG,parent,002,42,160,Well above average,>99.9
COG,parent,004,0,74,Below average,4
COG,parent,004,1,81,Below average,10
COG,parent,004,2,88,Average,21
COG,parent,004,3,95,Average,37
COG,parent,004,4,102,Average,55
COG,parent,004,5,107,Average,68
COG,parent,004,6,112,Average,79
COG,parent,004,7,118,Above average,88
COG,parent,004,8,123,Above average,94
COG,parent,004,9,128,Above average,97
COG,parent,004,10,134,Well above average,99
COG,parent,004,11,139,Well above average,99.5
COG,parent,004,12,144,Well above average,99.8
COG,parent,004,13,150,Well above average,>99.9
COG,parent,004,14,155,Well above average,>99.9
COG,parent,004,15,160,Well above average,>99.9
COG,parent,004,16,160,Well above average,>99.9
COG,parent,004,17,160,Well above average,>99.9
COG,parent,004,18,160,Well above average,>99.9
COG,parent,004,19,160,Well above average,>99.9
COG,parent,004,20,160,Well above average,>99.9
COG,parent,004,21,160,Well above average,>99.9
COG,parent,004,22,160,Well above average,>99.9
COG,parent,004,23,160,Well above average,>99.9
COG,parent,004,24,160,Well above average,>99.9
COG,parent,004,25,160,Well above average,>99.9
COG,parent,004,26,160,Well above average,>99.9
COG,parent,004,27,160,Well above average,>99.9
COG,parent,004,28,160,Well above average,>99.9
COG,parent,004,29,160,Well above average,>99.9
COG,parent,004,30,160,Well above average,>99.9
COG,parent,004,31,160,Well above average,>99.9
COG,parent,004,32,160,Well above average,>99.9
COG,parent,004,33,160,Well above average,>99.9
COG,parent,004,34,160,Well above average,>99.9
COG,parent,004,35,160,Well above average,>99.9
COG,parent,004,36,160,Well above average,>99.9
COG,parent,004,37,160,Well above average,>99.9
COG,parent,004,38,160,Well above average,>99.9
COG,parent,004,39,160,Well above average,>99.9
COG,parent,004,40,160,Well above average,>99.9
COG,parent,004,41,160,Well above average,>99.9
COG,parent,004,42,160,Well above average,>99.9
COG,parent,006,0,68,Delayed,2
COG,parent,006,1,75,Below average,5
COG,parent,006,2,84,Below average,14
COG,parent,006,3,92,Average,30
COG,parent,006,4,99,Average,47
COG,parent,006,5,104,Average,61
COG,parent,006,6,110,Average,75
COG,parent,006,7,115,Average,84
COG,parent,006,8,120,Above average,91
COG,parent,006,9,126,Above average,96
COG,parent,006,10,131,Well above average,98
COG,parent,006,11,137,Well above average,99
COG,parent,006,12,142,Well above average,99.7
COG,parent,006,13,147,Well above average,99.9
COG,parent,006,14,153,Well above average,>99.9
COG,parent,006,15,158,Well above average,>99.9
COG,parent,006,16,160,Well above average,>99.9
COG,parent,006,17,160,Well above average,>99.9
COG,parent,006,18,160,Well above average,>99.9
COG,parent,006,19,160,Well above average,>99.9
COG,parent,006,20,160,Well above average,>99.9
COG,parent,006,21,160,Well above average,>99.9
COG,parent,006,22,160,Well above average,>99.9
COG,parent,006,23,160,Well above average,>99.9
COG,parent,006,24,160,Well above average,>99.9
COG,parent,006,25,160,Well above average,>99.9
COG,parent,006,26,160,Well above average,>99.9
COG,parent,006,27,160,Well above average,>99.9
COG,parent,006,28,160,Well above average,>99.9
COG,parent,006,29,160,Well above average,>99.9
COG,parent,006,30,160,Well above average,>99.9
COG,parent,006,31,160,Well above average,>99.9
COG,parent,006,32,160,Well above average,>99.9
COG,parent,006,33,160,Well above average,>99.9
COG,parent,006,34,160,Well above average,>99.9
COG,parent,006,35,160,Well above average,>99.9
COG,parent,006,36,160,Well above average,>99.9
COG,parent,006,37,160,Well above average,>99.9
COG,parent,006,38,160,Well above average,>99.9
COG,parent,006,39,160,Well above average,>99.9
COG,parent,006,40,160,Well above average,>99.9
COG,parent,006,41,160,Well above average,>99.9
COG,parent,006,42,160,Well above average,>99.9
COG,parent,008,0,65,Delayed,1
COG,parent,008,1,70,Below average,2
COG,parent,008,2,78,Below average,7
COG,parent,008,3,84,Below average,14
COG,parent,008,4,93,Average,32
COG,parent,008,5,98,Average,45
COG,parent,008,6,106,Average,66
COG,parent,008,7,112,Average,79
COG,parent,008,8,117,Above average,87
COG,parent,008,9,122,Above average,93
COG,parent,008,10,128,Above average,97
COG,parent,008,11,133,Well above average,99
COG,parent,008,12,139,Well above average,99.5
COG,parent,008,13,144,Well above average,99.8
COG,parent,008,14,149,Well above average,99.9
COG,parent,008,15,155,Well above average,>99.9
COG,parent,008,16,160,Well above average,>99.9
COG,parent,008,17,160,Well above average,>99.9
COG,parent,008,18,160,Well above average,>99.9
COG,parent,008,19,160,Well above average,>99.9
COG,parent,008,20,160,Well above average,>99.9
COG,parent,008,21,160,Well above average,>99.9
COG,parent,008,22,160,Well above average,>99.9
COG,parent,008,23,160,Well above average,>99.9
COG,parent,008,24,160,Well above average,>99.9
COG,parent,008,25,160,Well above average,>99.9
COG,parent,008,26,160,Well above average,>99.9
COG,parent,008,27,160,Well above average,>99.9
COG,parent,008,28,160,Well above average,>99.9
COG,parent,008,29,160,Well above average,>99.9
COG,parent,008,30,160,Well above average,>99.9
COG,parent,008,31,160,Well above average,>99.9
COG,parent,008,32,160,Well above average,>99.9
COG,parent,008,33,160,Well above average,>99.9
COG,parent,008,34,160,Well above average,>99.9
COG,parent,008,35,160,Well above average,>99.9
COG,parent,008,36,160,Well above average,>99.9
COG,parent,008,37,160,Well above average,>99.9
COG,parent,008,38,160,Well above average,>99.9
COG,parent,008,39,160,Well above average,>99.9
COG,parent,008,40,160,Well above average,>99.9
COG,parent,008,41,160,Well above average,>99.9
COG,parent,008,42,160,Well above average,>99.9
COG,parent,010,0,61,Delayed,0.5
COG,parent,010,1,65,Delayed,1
COG,parent,010,2,72,Below average,3
COG,parent,010,3,78,Below average,7
COG,parent,010,4,83,Below average,13
COG,parent,010,5,91,Average,27
COG,parent,010,6,101,Average,53
COG,parent,010,7,107,Average,68
COG,parent,010,8,112,Average,79
COG,parent,010,9,118,Above average,88
COG,parent,010,10,123,Above average,94
COG,parent,010,11,129,Above average,97
COG,parent,010,12,134,Well above average,99
COG,parent,010,13,140,Well above average,99.6
COG,parent,010,14,145,Well above average,99.9
COG,parent,010,15,151,Well above average,>99.9
COG,parent,010,16,156,Well above average,>99.9
COG,parent,010,17,160,Well above average,>99.9
COG,parent,010,18,160,Well above average,>99.9
COG,parent,010,19,160,Well above average,>99.9
COG,parent,010,20,160,Well above average,>99.9
COG,parent,010,21,160,Well above average,>99.9
COG,parent,010,22,160,Well above average,>99.9
COG,parent,010,23,160,Well above average,>99.9
COG,parent,010,24,160,Well above average,>99.9
COG,parent,010,25,160,Well above average,>99.9
COG,parent,010,26,160,Well above average,>99.9
COG,parent,010,27,160,Well above average,>99.9
COG,parent,010,28,160,Well above average,>99.9
COG,parent,010,29,160,Well above average,>99.9
COG,parent,010,30,160,Well above average,>99.9
COG,parent,010,31,160,Well above average,>99.9
COG,parent,010,32,160,Well above average,>99.9
COG,parent,010,33,160,Well above average,>99.9
