ID,agestrat,COMscore
223004,72,30
223005,96,32
223006,36,25
223007,24,17
223008,96,29
223009,108,30
223010,28,14
224001,96,30
224002,78,30
224003,66,28
224004,32,20
224005,96,31
224006,72,30
224007,48,28
224008,28,21
224009,72,30
224010,96,31
224011,36,26
224012,36,24
224013,60,25
224014,60,24
224015,48,24
224016,42,21
224017,60,22
224018,48,20
224019,72,27
224020,66,28
224021,14,11
227001,4,1
227002,32,20
227003,66,27
227004,4,1
227005,6,5
227006,18,18
227007,28,17
227008,0,0
227009,20,17
227010,28,18
227011,6,3
227012,28,18
227013,16,15
227014,24,15
227015,4,1
227016,6,8
227017,22,19
227018,32,19
227019,0,0
227020,18,15
227021,10,11
227022,12,12
228001,8,6
228003,28,24
228004,24,20
228005,12,11
229001,10,8
229002,12,9
229003,14,8
229004,6,2
229005,12,10
229006,18,17
229007,0,0
229008,8,4
302001,96,34
302002,108,34
302004,22,13
302005,78,34
302006,84,34
302007,120,34
302008,96,29
302009,78,30
302010,204,34
302011,132,33
501001,60,21
501002,48,17
501003,84,30
501005,60,22
501006,48,20
501008,48,19
501009,132,34
501010,48,22
501011,72,20
501013,72,29
501014,72,29
501018,108,32
501019,72,24
501020,60,24
501021,72,26
501022,32,9
501023,60,27
501025,78,28
501026,120,32
501027,108,31
501029,60,20
501031,108,25
501032,48,24
503001,66,25
503007,66,15
505001,28,10
505002,28,12
505003,36,7
505004,24,13
505005,60,19
505008,42,19
505013,48,20
505015,156,31
505016,66,20
505021,132,27
505023,36,7
505024,42,23
505025,36,3
505030,32,10
505032,132,31
505033,132,21
505035,48,20
505036,54,17
505037,54,17
505038,42,15
505039,42,8
505040,60,19
506001,54,7
506003,78,25
506004,96,28
506005,72,27
506008,120,33
506009,84,24
506011,36,18
506014,54,21
506015,72,16
506016,42,16
506022,78,25
507002,66,25
507005,54,22
507006,66,24
508001,60,23
508002,60,22
508005,156,32
508007,204,33
508008,42,22
508009,72,21
508010,72,17
508011,66,19
508013,54,17
508014,120,23
508015,42,12
508016,108,24
508017,156,33
508019,36,14
508021,36,12
508022,42,13
508023,84,23
508024,84,25
508025,84,23
508026,120,30
508027,54,15
508028,84,25
508029,156,29
508030,132,23
508031,60,15
508032,54,15
508033,42,13
508034,84,22
510001,96,22
510004,72,19
510005,108,27
510007,132,31
510008,120,29
510009,156,32
510010,132,23
510014,132,29
510016,156,30
517001,78,24
517003,54,6
517004,108,32
517005,132,28
517007,156,33
517009,120,25
517010,156,33
517011,84,26
517012,96,28
517013,60,21
517017,84,26
517018,42,20
517020,78,27
517021,120,31
517022,156,34
517023,66,29
517024,156,30
517026,84,28
517028,66,22
526003,48,20
526005,60,15
527001,36,10
527002,120,23
527004,108,22
527005,24,12
529001,72,25
529008,96,31
529015,96,31
529018,204,34
529020,204,34
529021,204,34
529022,132,34
529023,132,34
529024,204,34
529025,72,31
529026,66,31
529029,66,13
600001,132,21
600003,156,26
600006,96,22
600007,120,24
600008,120,25
600009,108,23
600010,108,22
601002,156,27
601007,156,26
601011,204,34
602001,120,32
602002,60,21
602003,66,26
602004,66,27
602005,84,26
602006,78,26
602007,72,24
602008,78,23
605002,96,23
605003,96,18
607004,78,26
607005,60,22
607006,156,18
608001,42,23
608002,48,22
608003,54,24
608004,78,26
608005,36,23
608006,28,10
608007,60,29
608008,132,26
608009,42,23
608010,42,21
608011,66,28
608012,78,28
608013,32,13
608014,66,29
609003,54,24
611007,78,29
612001,60,31
612002,54,28
612003,36,19
612004,24,19
612005,28,17
612006,28,22
612007,120,29
612008,108,30
612009,24,8
612010,28,9
612012,96,29
612013,108,29
612014,120,29
612017,78,26
701001,84,32
701004,132,23
705002,78,23
