ID,TOTALscore,agestrat
223003,17,6
223004,167,72
223005,182,96
223006,133,36
223007,80,24
223008,159,96
223009,179,108
223010,65,28
224001,178,96
224002,167,78
224003,147,66
224004,97,32
224005,184,96
224006,168,72
224007,140,48
224008,107,28
224009,162,72
224010,180,96
224011,122,36
224012,109,36
224013,149,60
224014,129,60
224015,118,48
224016,114,42
224017,125,60
224018,93,48
224019,154,72
224020,160,66
224021,44,14
227001,16,4
227002,80,32
227003,144,66
227004,14,4
227005,32,6
227006,73,18
227007,84,28
227008,5,0
227009,73,20
227010,83,28
227011,23,6
227012,83,28
227013,71,16
227014,82,24
227015,15,4
227016,36,6
227017,90,22
227018,78,32
227019,2,0
227020,79,18
227021,49,10
227022,57,12
228001,28,8
228003,114,28
228004,90,24
228005,56,12
229001,37,10
229002,45,12
229003,44,14
229004,21,6
229005,48,12
229006,65,18
229007,3,0
229008,32,8
302001,190,96
302002,190,108
302004,69,22
302005,184,78
302006,189,84
302007,185,120
302008,169,96
302009,166,78
302010,190,204
302011,187,144
501001,110,60
501002,91,48
501003,157,84
501005,93,60
501006,86,48
501008,82,48
501009,185,144
501010,102,48
501011,87,72
501012,106,78
501013,140,72
501014,140,72
501018,181,108
501019,133,72
501020,134,60
501021,149,72
501022,57,32
501023,134,60
501025,150,78
501026,173,120
501027,169,108
501029,103,60
501031,130,108
501032,123,48
503001,127,66
503002,92,96
503004,61,78
503006,47,66
503007,81,66
505001,47,28
505002,50,28
505003,50,36
505004,66,24
505005,89,60
505008,93,42
505010,101,108
505011,101,120
505013,111,48
505014,62,66
505015,159,180
505016,116,66
505021,158,144
505023,37,36
505024,96,42
505025,36,36
505027,96,132
505028,36,60
505030,63,32
505032,155,144
505033,120,144
505035,110,48
505036,93,54
505037,79,54
505038,81,42
505039,64,42
505040,111,60
506001,35,54
506003,124,78
506004,167,96
506005,134,72
506008,179,120
506009,132,84
506011,82,36
506013,99,120
506014,93,54
506015,79,72
506016,90,42
506022,91,78
507001,50,48
507002,122,66
507005,131,54
507006,108,66
508001,103,60
508002,110,60
508003,77,96
508005,181,180
508007,171,204
508008,116,42
508009,95,72
508010,79,72
508011,92,66
508013,71,54
508014,118,120
508015,53,42
508016,144,108
508017,175,156
508019,50,36
508021,53,36
508022,50,42
508023,107,84
508024,116,84
508025,113,84
508026,180,120
508027,72,54
508028,131,84
508029,178,156
508030,113,132
508031,72,60
508032,64,54
508033,55,42
508034,128,84
510001,128,96
510004,108,72
510005,148,108
510007,167,132
510008,168,120
510009,177,156
510010,126,132
510014,153,132
510016,180,180
517001,128,78
517002,64,60
517003,35,54
517004,184,108
517005,165,132
517006,48,72
517007,180,156
517009,165,120
517010,181,180
517011,151,84
517012,158,96
517013,126,60
517017,142,84
517018,93,42
517020,161,78
517021,181,120
517022,187,156
517023,156,66
517024,175,156
517026,166,84
517028,125,66
526001,51,48
526003,79,48
526005,85,60
527001,46,36
527002,110,120
527004,113,108
527005,50,24
529001,130,72
529008,176,96
529010,161,156
529015,167,96
529018,190,204
529020,190,204
529021,190,204
529022,186,144
529023,182,144
529024,190,204
529025,148,72
529026,145,66
529029,81,66
600001,152,144
600002,157,156
600003,164,156
600006,135,96
600007,146,120
600008,147,120
600009,139,108
600010,132,108
601002,151,180
601007,131,180
601011,182,204
602001,157,120
602002,108,60
602003,108,66
602004,121,66
602005,117,84
602006,117,78
602007,118,72
602008,92,78
605002,94,96
605003,131,96
605004,70,84
607003,92,108
607004,144,78
607005,117,60
607006,137,180
607007,118,78
608001,126,42
608002,109,48
608003,139,54
608004,150,78
608005,132,36
608006,52,28
608007,147,60
608008,157,144
608009,126,42
608010,122,42
608011,145,66
608012,145,78
608013,87,32
608014,149,66
609003,108,54
609009,78,96
611001,107,120
611003,92,78
611004,73,72
611007,152,78
612001,164,60
612002,143,54
612003,92,36
612004,84,24
612005,82,28
612006,97,28
612007,133,120
612008,166,108
612009,40,24
612010,63,28
612012,166,96
612013,162,108
612014,171,120
612017,140,78
701001,163,84
701004,125,144
705002,99,78
705004,85,84
