ID,agestrat,ADPscore
223004,72,36
223005,96,38
223006,36,24
223007,24,13
223008,96,33
223009,108,39
223010,28,11
224001,96,36
224002,78,33
224003,66,27
224004,32,20
224005,96,41
224006,72,35
224007,48,28
224008,28,24
224009,72,34
224010,96,38
224011,36,25
224012,36,23
224013,60,31
224014,60,24
224015,48,23
224016,42,25
224017,60,27
224018,48,19
224019,72,32
224020,66,33
224021,14,7
227001,4,4
227002,32,15
227003,66,30
227004,4,5
227005,6,8
227006,18,15
227007,28,18
227008,0,1
227009,20,10
227010,28,17
227011,6,4
227012,28,17
227013,16,13
227014,24,17
227015,4,4
227016,6,7
227017,22,19
227018,32,16
227019,0,0
227020,18,16
227021,10,10
227022,12,9
228001,8,6
228003,28,24
228004,24,18
228005,12,9
229001,10,7
229002,12,8
229003,14,8
229004,6,5
229005,12,8
229006,18,9
229007,0,2
229008,8,6
302001,96,41
302002,108,41
302004,22,13
302005,78,41
302006,84,41
302007,120,40
302008,96,34
302009,78,37
302010,204,41
302011,132,40
501001,60,25
501002,48,18
501003,84,32
501005,60,20
501006,48,17
501008,48,18
501009,132,39
501010,48,21
501011,72,13
501013,72,31
501014,72,24
501018,108,38
501019,72,31
501020,60,25
501021,72,30
501022,32,11
501023,60,24
501025,78,31
501026,120,35
501027,108,32
501029,60,25
501031,108,26
501032,48,24
503001,66,28
503007,66,18
505001,28,8
505002,28,8
505003,36,12
505004,24,10
505005,60,16
505008,42,23
505013,48,25
505015,156,36
505016,66,23
505021,132,31
505023,36,8
505024,42,15
505025,36,9
505030,32,15
505032,132,28
505033,132,28
505035,48,22
505036,54,22
505037,54,19
505038,42,18
505039,42,15
505040,60,25
506001,54,5
506003,78,26
506004,96,40
506005,72,23
506008,120,38
506009,84,29
506011,36,18
506014,54,20
506015,72,21
506016,42,21
506022,78,13
507002,66,28
507005,54,28
507006,66,21
508001,60,23
508002,60,23
508005,156,38
508007,204,35
508008,42,27
508009,72,21
508010,72,19
508011,66,22
508013,54,12
508014,120,24
508015,42,13
508016,108,27
508017,156,36
508019,36,10
508021,36,10
508022,42,8
508023,84,19
508024,84,24
508025,84,24
508026,120,38
508027,54,13
508028,84,23
508029,156,38
508030,132,19
508031,60,14
508032,54,14
508033,42,12
508034,84,26
510001,96,25
510004,72,24
510005,108,33
510007,132,34
510008,120,35
510009,156,39
510010,132,28
510014,132,29
510016,156,40
517001,78,29
517003,54,6
517004,108,40
517005,132,37
517007,156,39
517009,120,35
517010,156,39
517011,84,34
517012,96,32
517013,60,26
517017,84,29
517018,42,18
517020,78,33
517021,120,39
517022,156,39
517023,66,31
517024,156,38
517026,84,37
517028,66,26
526003,48,14
526005,60,22
527001,36,5
527002,120,13
527004,108,18
527005,24,8
529001,72,28
529008,96,37
529015,96,34
529018,204,41
529020,204,41
529021,204,41
529022,132,40
529023,132,37
529024,204,41
529025,72,28
529026,66,27
529029,66,19
600001,132,34
600003,156,34
600006,96,29
600007,120,28
600008,120,26
600009,108,26
600010,108,27
601002,156,34
601007,156,28
601011,204,38
602001,120,30
602002,60,23
602003,66,22
602004,66,25
602005,84,24
602006,78,22
602007,72,27
602008,78,13
605002,96,19
605003,96,34
607004,78,27
607005,60,31
607006,156,33
608001,42,27
608002,48,21
608003,54,29
608004,78,34
608005,36,30
608006,28,9
608007,60,29
608008,132,39
608009,42,29
608010,42,27
608011,66,33
608012,78,34
608013,32,20
608014,66,27
609003,54,18
611007,78,36
612001,60,32
612002,54,29
612003,36,19
612004,24,15
612005,28,15
612006,28,20
612007,120,30
612008,108,32
612009,24,6
612010,28,11
612012,96,34
612013,108,33
612014,120,37
612017,78,29
701001,84,31
701004,132,30
705002,78,18
